,DATA,PATIVA,PREATIVA,IDMEDIDOR
0,2018-12-15 00:30:00,57.78,0.0,2003001
1,2018-12-15 00:45:00,64.8,0.0,2003001
2,2018-12-15 01:00:00,275.4,0.0,2003001
3,2018-12-15 01:15:00,209.52,0.0,2003001
4,2018-12-15 01:30:00,109.08,0.0,2003001
5,2018-12-15 01:45:00,135.54,0.0,2003001
6,2018-12-15 02:00:00,82.08,0.0,2003001
7,2018-12-15 02:15:00,52.92,0.0,2003001
8,2018-12-15 02:30:00,55.62,0.0,2003001
9,2018-12-15 02:45:00,68.58,0.0,2003001
10,2018-12-15 03:00:00,108.54,0.0,2003001
11,2018-12-15 03:15:00,69.12,0.0,2003001
12,2018-12-15 03:30:00,62.64,0.0,2003001
13,2018-12-15 03:45:00,205.74,0.0,2003001
14,2018-12-15 04:00:00,171.18,0.0,2003001
15,2018-12-15 04:15:00,58.86,0.0,2003001
16,2018-12-15 04:30:00,58.32,0.0,2003001
17,2018-12-15 04:45:00,102.06,0.0,2003001
18,2018-12-15 05:00:00,78.3,0.0,2003001
19,2018-12-15 05:15:00,59.94,0.0,2003001
20,2018-12-15 05:30:00,96.12,0.0,2003001
21,2018-12-15 05:45:00,152.82,0.0,2003001
22,2018-12-15 06:00:00,63.72,0.0,2003001
23,2018-12-15 06:15:00,192.78,0.0,2003001
24,2018-12-15 06:30:00,75.06,0.0,2003001
25,2018-12-15 06:45:00,92.34,0.0,2003001
26,2018-12-15 07:00:00,149.04,0.0,2003001
27,2018-12-15 07:15:00,87.48,0.0,2003001
28,2018-12-15 07:30:00,73.44,0.0,2003001
29,2018-12-15 07:45:00,83.7,0.0,2003001
30,2018-12-15 08:00:00,76.68,0.0,2003001
31,2018-12-15 08:15:00,116.64,0.0,2003001
32,2018-12-15 08:30:00,151.2,0.0,2003001
33,2018-12-15 08:45:00,198.72,0.0,2003001
34,2018-12-15 09:00:00,110.16,0.0,2003001
35,2018-12-15 09:15:00,189.54,0.0,2003001
36,2018-12-15 09:30:00,81.0,0.0,2003001
37,2018-12-15 09:45:00,80.46,0.0,2003001
38,2018-12-15 10:00:00,100.98,0.0,2003001
39,2018-12-15 10:15:00,258.66,0.0,2003001
40,2018-12-15 10:30:00,136.08,0.0,2003001
41,2018-12-15 10:45:00,91.8,0.0,2003001
42,2018-12-15 11:00:00,211.68,0.0,2003001
43,2018-12-15 11:15:00,156.06,0.0,2003001
44,2018-12-15 11:30:00,204.12,0.0,2003001
45,2018-12-15 11:45:00,114.48,0.0,2003001
46,2018-12-15 12:00:00,114.48,0.0,2003001
47,2018-12-15 12:15:00,265.14,0.0,2003001
48,2018-12-15 12:30:00,403.92,0.0,2003001
49,2018-12-15 12:45:00,196.56,0.0,2003001
50,2018-12-15 13:00:00,332.64,0.0,2003001
51,2018-12-15 13:15:00,218.7,0.0,2003001
52,2018-12-15 13:30:00,258.66,0.0,2003001
53,2018-12-15 13:45:00,200.34,0.0,2003001
54,2018-12-15 14:00:00,282.96,0.0,2003001
55,2018-12-15 14:15:00,186.3,0.0,2003001
56,2018-12-15 14:30:00,119.34,0.0,2003001
57,2018-12-15 14:45:00,124.2,0.0,2003001
58,2018-12-15 15:00:00,315.36,0.0,2003001
59,2018-12-15 15:15:00,266.22,0.0,2003001
60,2018-12-15 15:30:00,138.24,0.0,2003001
61,2018-12-15 15:45:00,115.02,0.0,2003001
62,2018-12-15 16:00:00,298.08,0.0,2003001
63,2018-12-15 16:15:00,127.98,0.0,2003001
64,2018-12-15 16:30:00,133.38,0.0,2003001
65,2018-12-15 16:45:00,291.6,0.0,2003001
66,2018-12-15 17:00:00,138.24,0.0,2003001
67,2018-12-15 17:15:00,134.46,0.0,2003001
68,2018-12-15 17:30:00,196.56,0.0,2003001
69,2018-12-15 17:45:00,141.48,0.0,2003001
70,2018-12-15 18:00:00,164.16,0.0,2003001
71,2018-12-15 18:15:00,119.88,0.0,2003001
72,2018-12-15 18:30:00,118.26,0.0,2003001
73,2018-12-15 18:45:00,121.5,0.0,2003001
74,2018-12-15 19:00:00,117.18,0.0,2003001
75,2018-12-15 19:15:00,120.96,0.0,2003001
76,2018-12-15 19:30:00,123.12,0.0,2003001
77,2018-12-15 19:45:00,96.12,0.0,2003001
78,2018-12-15 20:00:00,100.98,0.0,2003001
79,2018-12-15 20:15:00,95.58,0.0,2003001
80,2018-12-15 20:30:00,87.48,0.0,2003001
81,2018-12-15 20:45:00,84.78,0.0,2003001
82,2018-12-15 21:00:00,88.02,0.0,2003001
83,2018-12-15 21:15:00,91.26,0.0,2003001
84,2018-12-15 21:30:00,85.32,0.0,2003001
85,2018-12-15 21:45:00,77.22,0.0,2003001
86,2018-12-15 22:00:00,83.7,0.0,2003001
87,2018-12-15 22:15:00,80.46,0.0,2003001
88,2018-12-15 22:30:00,80.46,0.0,2003001
89,2018-12-15 22:45:00,171.72,0.0,2003001
90,2018-12-15 23:00:00,250.02,0.0,2003001
91,2018-12-15 23:15:00,131.76,0.0,2003001
92,2018-12-15 23:30:00,232.74,0.0,2003001
93,2018-12-15 23:45:00,243.0,0.0,2003001
94,2018-12-16 00:00:00,180.36,0.0,2003001
95,2018-12-16 00:15:00,94.5,0.0,2003001
96,2018-12-16 00:30:00,173.34,0.0,2003001
97,2018-12-16 00:45:00,89.64,0.0,2003001
98,2018-12-16 01:00:00,314.82,0.0,2003001
99,2018-12-16 01:15:00,177.12,0.0,2003001
100,2018-12-16 01:30:00,171.18,0.0,2003001
101,2018-12-16 01:45:00,75.6,0.0,2003001
102,2018-12-16 02:00:00,69.12,0.0,2003001
103,2018-12-16 02:15:00,60.48,0.0,2003001
104,2018-12-16 02:30:00,52.38,0.0,2003001
105,2018-12-16 02:45:00,70.74,0.0,2003001
106,2018-12-16 03:00:00,90.18,0.0,2003001
107,2018-12-16 03:15:00,62.64,0.0,2003001
108,2018-12-16 03:30:00,61.02,0.0,2003001
109,2018-12-16 03:45:00,65.88,0.0,2003001
110,2018-12-16 04:00:00,71.28,0.0,2003001
111,2018-12-16 04:15:00,67.5,0.0,2003001
112,2018-12-16 04:30:00,79.92,0.0,2003001
113,2018-12-16 04:45:00,111.78,0.0,2003001
114,2018-12-16 05:00:00,68.04,0.0,2003001
115,2018-12-16 05:15:00,68.58,0.0,2003001
116,2018-12-16 05:30:00,80.46,0.0,2003001
117,2018-12-16 05:45:00,105.84,0.0,2003001
118,2018-12-16 06:00:00,86.94,0.0,2003001
119,2018-12-16 06:15:00,124.74,0.0,2003001
120,2018-12-16 06:30:00,85.32,0.0,2003001
121,2018-12-16 06:45:00,79.38,0.0,2003001
122,2018-12-16 07:00:00,86.4,0.0,2003001
123,2018-12-16 07:15:00,79.92,0.0,2003001
124,2018-12-16 07:30:00,270.0,0.0,2003001
125,2018-12-16 07:45:00,102.06,0.0,2003001
126,2018-12-16 08:00:00,186.3,0.0,2003001
127,2018-12-16 08:15:00,378.54,0.0,2003001
128,2018-12-16 08:30:00,138.24,0.0,2003001
129,2018-12-16 08:45:00,93.42,0.0,2003001
130,2018-12-16 09:00:00,78.3,0.0,2003001
131,2018-12-16 09:15:00,79.92,0.0,2003001
132,2018-12-16 09:30:00,75.6,0.0,2003001
133,2018-12-16 09:45:00,69.12,0.0,2003001
134,2018-12-16 10:00:00,75.6,0.0,2003001
135,2018-12-16 10:15:00,84.78,0.0,2003001
136,2018-12-16 10:30:00,122.04,0.0,2003001
137,2018-12-16 10:45:00,181.98,0.0,2003001
138,2018-12-16 11:00:00,142.02,0.0,2003001
139,2018-12-16 11:15:00,181.98,0.0,2003001
