,DATA,POTENCIA,RADIACAO,TEMPERATURA,P/R,R/P
838,2019-09-17 13,48.36,2349734.0,33.8,,48588.3788254756
839,2019-09-17 14,56.28,2748089.0,35.6,,48828.873489694386
840,2019-09-17 15,55.28,2960415.0,35.9,,53553.093342981185
841,2019-09-17 16,47.02,2921421.0,36.8,,62131.4547001276
842,2019-09-17 17,38.54,2630543.0,37.0,,68254.87804878049
843,2019-09-17 18,36.86,2161717.0,36.5,,58646.69017905589
844,2019-09-17 19,35.16,1605604.0,37.0,,45665.642775881686
845,2019-09-17 20,30.340000000000003,884609.0,35.1,,29156.52603823335
846,2019-09-17 21,26.24,81797.0,31.9,,3117.263719512195
847,2019-09-18 10,66.8,145227.0,19.8,,2174.056886227545
848,2019-09-18 11,66.58,937715.0,24.6,,14084.034244517874
849,2019-09-18 12,52.7,1674919.0,31.2,,31782.14421252372
850,2019-09-18 13,48.60000000000001,2243.94,33.9,,46.1716049382716
851,2019-09-18 14,59.4,2643099.0,34.8,,44496.61616161616
852,2019-09-18 15,59.6,2843497.0,35.3,,47709.68120805369
853,2019-09-18 16,52.39999999999999,2811047.0,36.3,,53645.93511450382
854,2019-09-18 17,47.06,1837689.0,35.9,,39049.915002124944
855,2019-09-18 18,43.36,1908304.0,36.4,,44010.70110701107
856,2019-09-18 19,35.34,1500143.0,35.5,,42448.86813808715
857,2019-09-18 20,32.8,817021.0,34.5,,24909.176829268294
858,2019-09-18 21,28.88,91064.0,31.6,,3153.185595567867
859,2019-09-19 10,70.86000000000001,156045.0,20.0,,2202.159187129551
860,2019-09-19 11,71.68,944736.0,24.8,,13179.910714285714
861,2019-09-19 12,53.38,1713379.0,32.1,,32097.770700636942
862,2019-09-19 13,51.16,2290014.0,35.0,,44761.80609851447
863,2019-09-19 14,50.3,2691667.0,36.3,,53512.26640159046
864,2019-09-19 15,44.02,2901464.0,37.0,,65912.40345297591
865,2019-09-19 16,41.86,2849387.0,38.2,,68069.44577161969
866,2019-09-19 17,37.38,2582874.0,37.9,,69097.75280898876
867,2019-09-19 18,33.78,2128.68,37.4,,63.01598579040852
868,2019-09-19 19,31.24,1572886.0,36.6,,50348.46350832267
869,2019-09-19 20,29.06,847712.0,35.3,,29171.094287680662
870,2019-09-19 21,28.2,87368.0,32.3,,3098.1560283687945
871,2019-09-20 10,59.32000000000001,147798.0,19.0,,2491.537424140256
872,2019-09-20 11,58.7,886642.0,22.7,,15104.633730834752
873,2019-09-20 12,47.94000000000001,1588362.0,29.2,,33132.29036295368
874,2019-09-20 13,47.08,2138855.0,33.3,,45430.225148683094
875,2019-09-20 14,52.90000000000001,2563883.0,34.8,,48466.597353497156
876,2019-09-20 15,47.08,2779124.0,37.2,,59029.82158028887
877,2019-09-20 16,42.81999999999999,2759616.0,37.7,,64446.89397477815
878,2019-09-20 17,35.84,1818.72,35.4,,50.74553571428571
879,2019-09-20 18,32.04,1469656.0,37.2,,45869.41323345818
880,2019-09-20 19,29.86,1329277.0,36.2,,44516.9792364367
881,2019-09-20 20,28.5,457716.0,34.6,,16060.21052631579
882,2019-09-20 21,26.06,116565.0,31.9,,4472.947045280123
883,2019-09-21 10,34.080000000000005,125459.0,21.6,,3681.308685446009
884,2019-09-21 11,28.04,730166.0,24.3,,26040.15691868759
885,2019-09-21 12,27.56,1389.59,27.5,,50.42053701015965
886,2019-09-21 13,26.9,1932005.0,30.2,,71821.74721189591
887,2019-09-21 14,26.74,2349348.0,33.1,,87858.93792071803
888,2019-09-21 15,26.08,2547677.0,35.0,,97687.00153374234
889,2019-09-21 16,22.88,2538338.0,36.8,,110941.34615384616
890,2019-09-21 17,22.0,2337149.0,37.2,,106234.04545454546
891,2019-09-21 18,21.380000000000006,1898526.0,37.4,,88799.15809167444
892,2019-09-21 19,22.5,1325.16,36.5,,58.896
893,2019-09-21 20,23.26,646861.0,35.3,,27810.017196904555
894,2019-09-21 21,22.4,95215.0,32.7,,4250.669642857143
895,2019-09-22 10,19.14,226684.0,22.7,,11843.469174503656
896,2019-09-22 11,20.5,688102.0,25.6,,33565.95121951219
897,2019-09-22 12,20.2,1414113.0,28.2,,70005.59405940595
898,2019-09-22 13,20.54,2093076.0,32.6,,101902.43427458618
899,2019-09-22 14,20.4,2478.73,35.6,,121.50637254901962
900,2019-09-22 15,20.3,2685433.0,36.9,,132287.33990147783
901,2019-09-22 16,20.5,2822441.0,37.7,,137680.0487804878
902,2019-09-22 17,21.68,1897416.0,37.3,,87519.18819188193
903,2019-09-22 18,21.26,1383854.0,37.0,,65091.90968955785
904,2019-09-22 19,21.8,1003929.0,37.8,,46051.788990825684
905,2019-09-22 20,21.64,443105.0,35.7,,20476.201478743067
906,2019-09-22 21,21.58,115014.0,33.6,,5329.657089898054
907,2019-09-23 10,63.36,185088.0,25.0,,2921.212121212121
908,2019-09-23 11,60.12000000000001,589.73,26.6,,9.809214903526279
909,2019-09-23 12,50.46000000000001,1032852.0,28.0,,20468.727705112957
910,2019-09-23 13,47.12000000000001,2110044.0,29.6,,44780.220713072995
911,2019-09-23 14,48.14,1511239.0,30.6,,31392.584129621937
912,2019-09-23 15,45.6,1838922.0,31.1,,40327.23684210526
913,2019-09-23 16,46.3,2888725.0,33.2,,62391.4686825054
914,2019-09-23 17,40.2,2296452.0,35.4,,57125.67164179104
915,2019-09-23 18,42.26000000000001,2102724.0,35.0,,49756.838618078546
916,2019-09-23 19,32.34,1560274.0,34.6,,48245.94928880643
917,2019-09-23 20,25.540000000000006,772275.0,33.2,,30237.862176977284
918,2019-09-23 21,22.86,93816.0,31.4,,4103.937007874016
919,2019-09-24 10,62.96,251102.0,23.4,,3988.2782719186785
920,2019-09-24 11,59.46,1004006.0,25.1,,16885.401950891355
921,2019-09-24 12,50.7,1758343.0,27.4,,34681.32149901381
922,2019-09-24 13,48.88,2287587.0,30.3,,46800.06137479541
923,2019-09-24 14,50.66,2698875.0,31.9,,53274.27951046191
924,2019-09-24 15,52.0,2916068.0,32.6,,56078.230769230766
925,2019-09-24 16,50.42,2867033.0,34.3,,56863.0107100357
926,2019-09-24 17,44.56,2428821.0,34.8,,54506.75493716337
927,2019-09-24 18,37.06,2055926.0,35.5,,55475.60712358337
928,2019-09-24 19,34.66,1232752.0,33.9,,35566.99365262551
929,2019-09-24 20,31.78,546528.0,33.8,,17197.23096286973
930,2019-09-24 21,33.599999999999994,129074.0,32.1,,3841.488095238096
931,2019-09-25 10,66.42,216144.0,24.2,,3254.20054200542
932,2019-09-25 11,62.98,959097.0,27.7,,15228.596379803113
933,2019-09-25 12,53.28,1700794.0,29.8,,31921.80930930931
934,2019-09-25 13,63.78,2257132.0,32.6,,35389.33835058012
935,2019-09-25 14,68.36,2636707.0,33.9,,38570.9040374488
936,2019-09-25 15,63.72,3031486.0,33.9,,47575.10985561833
937,2019-09-25 16,62.0,2504644.0,35.5,,40397.48387096774
938,2019-09-25 17,50.04,1499873.0,33.4,,29973.48121502798
939,2019-09-25 18,32.72,1479586.0,34.8,,45219.62102689486
940,2019-09-25 19,29.08,1026147.0,33.6,,35287.03576341128
941,2019-09-25 20,26.32,266261.0,32.5,,10116.299392097264
942,2019-09-25 23,18.78,1984.0,22.5,,105.64430244941427
943,2019-09-26 10,49.92,186134.0,20.7,,3728.645833333333
944,2019-09-26 11,33.28,307681.0,21.2,,9245.22235576923
945,2019-09-26 12,23.26,535331.0,21.7,,23015.090283748923
946,2019-09-26 13,26.200000000000006,343496.0,21.4,,13110.534351145036
947,2019-09-26 14,35.2,183304.0,20.6,,5207.5
948,2019-09-26 15,35.26000000000001,109.58,20.2,,3.107770845150311
949,2019-09-26 16,35.30000000000001,234422.0,20.2,,6640.849858356938
950,2019-09-26 17,31.64,370794.0,20.5,,11719.152970922882
951,2019-09-26 18,29.94,683406.0,21.5,,22825.851703406814
952,2019-09-26 19,26.98,328523.0,21.3,,12176.538176426982
953,2019-09-26 20,24.96,159848.0,21.0,,6404.166666666666
954,2019-09-26 21,24.8,33655.0,20.7,,1357.0564516129032
955,2019-09-27 10,46.86,69203.0,20.1,,1476.8032437046522
956,2019-09-27 11,49.40000000000001,214521.0,20.7,,4342.530364372468
957,2019-09-27 12,43.89999999999999,891015.0,22.2,,20296.469248291574
958,2019-09-27 13,41.88,1827592.0,23.8,,43638.77745940783
959,2019-09-27 14,44.1,2534316.0,26.0,,57467.48299319728
960,2019-09-27 15,44.92,3019565.0,26.6,,67220.94835262689
961,2019-09-27 16,48.86,2892149.0,28.1,,59192.57060990585
962,2019-09-27 17,46.24,2860837.0,29.3,,61869.312283737025
963,2019-09-27 18,35.48,2366642.0,30.2,,66703.55129650507
964,2019-09-27 19,32.34,1698248.0,30.7,,52512.306740878164
965,2019-09-27 20,25.28,773.55,29.3,,30.59928797468354
966,2019-09-27 21,24.64,98973.0,27.4,,4016.7613636363635
967,2019-09-28 09,29.12,2157.0,19.4,,74.07280219780219
968,2019-09-28 10,33.68,280693.0,21.1,,8334.115201900238
969,2019-09-28 11,33.36,1088108.0,23.6,,32617.146282973623
970,2019-09-28 12,30.0,1857021.0,27.4,,61900.7
971,2019-09-28 13,25.8,2507977.0,31.1,,97208.41085271318
972,2019-09-28 14,22.9,2936.57,31.5,,128.23449781659392
973,2019-09-28 15,21.08,3228431.0,33.0,,153151.37571157498
974,2019-09-28 16,15.2,2545577.0,32.2,,167472.17105263157
975,2019-09-28 17,14.7,2646622.0,34.4,,180042.3129251701
976,2019-09-28 18,15.58,1357477.0,33.0,,87129.46084724006
977,2019-09-28 19,16.2,1306756.0,32.3,,80663.95061728396
978,2019-09-28 20,15.920000000000002,750144.0,32.4,,47119.59798994975
979,2019-09-28 21,15.7,114.74,29.8,,7.30828025477707
980,2019-09-29 09,15.419999999999998,1952.0,21.1,,126.58884565499353
981,2019-09-29 10,17.380000000000006,384868.0,23.2,,22144.303797468347
982,2019-09-29 11,17.560000000000002,1107454.0,25.9,,63066.85649202733
983,2019-09-29 12,16.54,1939364.0,29.5,,117252.96251511488
984,2019-09-29 13,14.86,2587211.0,30.6,,174105.7200538358
985,2019-09-29 14,15.2,3074326.0,32.4,,202258.2894736842
986,2019-09-29 15,15.18,3139693.0,33.1,,206830.89591567853
987,2019-09-29 16,15.2,3106632.0,34.0,,204383.68421052632
988,2019-09-29 17,14.96,2904541.0,35.4,,194153.8101604278
989,2019-09-29 18,15.9,2605802.0,34.9,,163886.9182389937
990,2019-09-29 19,16.599999999999998,1524122.0,33.8,,91814.57831325302
991,2019-09-29 20,16.259999999999998,779801.0,33.2,,47958.24108241083
992,2019-09-29 21,16.939999999999998,96964.0,31.5,,5723.9669421487615
993,2019-09-30 09,59.88,3038.0,20.3,,50.734802939211754
994,2019-09-30 10,66.34,321495.0,22.3,,4846.17123907145
995,2019-09-30 11,68.18,1154666.0,24.6,,16935.552948078614
996,2019-09-30 12,57.58,1827251.0,26.3,,31734.126432789162
997,2019-09-30 13,45.38,2561884.0,28.1,,56454.03261348612
998,2019-09-30 14,48.62000000000001,3088364.0,29.6,,63520.444261620716
999,2019-09-30 15,47.18,3371098.0,31.8,,71451.84400169563
1000,2019-09-30 16,40.8,3300089.0,33.3,,80884.5343137255
1001,2019-09-30 17,36.56,3048977.0,34.3,,83396.52625820569
1002,2019-09-30 18,35.42,2539778.0,35.5,,71704.63015245623
1003,2019-09-30 19,34.88,1427003.0,34.9,,40911.78325688073
1004,2019-09-30 20,32.22,814197.0,33.7,,25269.925512104284
1005,2019-09-30 21,24.62,89879.0,31.9,,3650.649878147847
1006,2019-10-01 09,69.96,4304.0,21.7,,61.520869068038884
1007,2019-10-01 10,73.58,200426.0,22.5,,2723.919543354172
1008,2019-10-01 11,67.14,569007.0,25.0,,8474.932975871314
1009,2019-10-01 12,54.6,2094355.0,31.3,,38358.15018315018
1010,2019-10-01 13,52.90000000000001,2110894.0,32.2,,39903.47826086955
1011,2019-10-01 14,54.1,2586453.0,35.0,,47808.743068391865
1012,2019-10-01 15,54.48,3065.64,33.4,,56.27092511013216
1013,2019-10-01 16,51.8,2765499.0,34.7,,53388.01158301158
1014,2019-10-01 17,43.96,2432189.0,35.7,,55327.32029117379
1015,2019-10-01 18,39.1,1850941.0,36.5,,47338.64450127877
1016,2019-10-01 19,36.52,1092144.0,36.4,,29905.36692223439
1017,2019-10-01 20,30.46,730819.0,34.4,,23992.74458305975
1018,2019-10-01 21,28.38,90633.0,31.8,,3193.5517970401693
1019,2019-10-02 09,61.62000000000001,7034.0,21.4,,114.15124959428755
1020,2019-10-02 10,66.64,339239.0,23.9,,5090.621248499399
1021,2019-10-02 11,64.67999999999999,1230033.0,28.0,,19017.207792207795
1022,2019-10-02 12,55.52,1945443.0,29.4,,35040.39985590778
1023,2019-10-02 13,54.72,2658732.0,31.5,,48587.93859649123
1024,2019-10-02 14,58.8,3162699.0,33.1,,53787.397959183676
1025,2019-10-02 15,56.46,3501573.0,34.6,,62018.650371944736
1026,2019-10-02 16,52.46,3295141.0,34.9,,62812.44757910789
1027,2019-10-02 17,44.6,2845239.0,36.1,,63794.59641255605
1028,2019-10-02 18,35.82,2067348.0,35.3,,57714.907872696815
1029,2019-10-02 19,32.160000000000004,1773225.0,36.0,,55137.593283582086
1030,2019-10-02 20,29.72,438079.0,32.9,,14740.20861372813
1031,2019-10-02 21,27.56,43895.0,29.4,,1592.7068214804065
1032,2019-10-03 09,55.12,11762.0,20.8,,213.388969521045
1033,2019-10-03 10,60.92,390424.0,24.4,,6408.798424162836
1034,2019-10-03 11,63.02,818971.0,25.8,,12995.414154236749
1035,2019-10-03 12,56.22,2153526.0,29.7,,38305.33617929563
1036,2019-10-03 13,58.92,1753064.0,29.5,,29753.292600135777
1037,2019-10-03 14,57.66,2808592.0,32.1,,48709.53867499133
1038,2019-10-03 15,51.62000000000001,3150.82,33.3,,61.03874467260751
1039,2019-10-03 16,52.2,3187496.0,35.2,,61063.141762452105
1040,2019-10-03 17,45.74,2462964.0,35.2,,53847.04853519895
1041,2019-10-03 18,38.14,1018118.0,34.3,,26694.231777661247
1042,2019-10-03 19,26.26,1079313.0,35.5,,41101.02817974105
1043,2019-10-03 20,23.08,728859.0,33.7,,31579.67937608319
1044,2019-10-04 09,73.04,6193.0,21.0,,84.78915662650601
1045,2019-10-04 10,74.24000000000002,359597.0,23.6,,4843.70959051724
1046,2019-10-04 11,70.94,1224045.0,26.8,,17254.651818438117
1047,2019-10-04 12,54.86,2018.18,31.4,,36.78782355085673
1048,2019-10-04 13,49.52,2655635.0,33.2,,53627.524232633274
1049,2019-10-04 14,49.62,3115774.0,34.9,,62792.70455461508
1050,2019-10-04 15,47.42,3339076.0,35.5,,70414.93040911008
1051,2019-10-04 16,47.16,2029493.0,36.1,,43034.20271416455
1052,2019-10-04 17,39.92,2732287.0,37.4,,68444.0631262525
1053,2019-10-04 18,33.36,2452894.0,35.9,,73527.99760191847
1054,2019-10-04 19,30.880000000000006,1038532.0,34.8,,33631.2176165803
1055,2019-10-04 20,28.66,462939.0,34.7,,16152.791346824843
1056,2019-10-05 09,29.1,5472.0,22.1,,188.04123711340205
1057,2019-10-05 10,32.66,305714.0,24.6,,9360.50214329455
1058,2019-10-05 11,28.48,1174549.0,27.0,,41241.18679775281
1059,2019-10-05 12,28.3,1982351.0,29.0,,70047.73851590106
1060,2019-10-05 13,32.8,2625812.0,31.2,,80055.24390243903
1061,2019-10-05 14,30.82,3139307.0,32.8,,101859.40947436729
1062,2019-10-05 15,26.38,3318129.0,33.6,,125781.9939347991
1063,2019-10-05 16,25.1,3369078.0,34.4,,134226.2151394422
1064,2019-10-05 17,24.38,3020717.0,35.4,,123901.43560295325
1065,2019-10-05 18,24.520000000000003,2391664.0,35.6,,97539.31484502446
1066,2019-10-05 19,24.98,1268068.0,34.8,,50763.330664531626
1067,2019-10-05 20,24.52,765622.0,31.5,,31224.388254486134
1068,2019-10-05 21,24.64,76565.0,30.2,,3107.345779220779
1069,2019-10-06 09,35.96,5428.0,20.4,,150.94549499443826
1070,2019-10-06 10,31.14,414613.0,22.9,,13314.482980089917
1071,2019-10-06 11,33.379999999999995,1229875.0,23.9,,36844.667465548235
1072,2019-10-06 12,32.08,1178592.0,23.9,,36739.15211970075
1073,2019-10-06 13,31.72,1257801.0,24.4,,39653.2471626734
1074,2019-10-06 14,33.440000000000005,1228807.0,25.4,,36746.62081339712
1075,2019-10-06 15,32.48,1767219.0,27.7,,54409.451970443355
1076,2019-10-06 16,33.86,1877463.0,27.6,,55447.814530419375
1077,2019-10-06 17,32.6,1507231.0,27.7,,46234.079754601225
1078,2019-10-06 18,25.1,1060828.0,27.7,,42264.06374501992
1079,2019-10-06 19,23.9,977544.0,29.8,,40901.42259414226
1080,2019-10-06 20,22.8,752525.0,28.4,,33005.48245614035
1081,2019-10-06 21,23.040000000000006,119552.0,26.9,,5188.888888888888
1082,2019-10-07 09,66.6,6589.0,21.8,,98.93393393393394
1083,2019-10-07 10,68.4,366997.0,23.8,,5365.453216374269
1084,2019-10-07 11,62.12,1252118.0,26.6,,20156.439150032198
1085,2019-10-07 12,56.58,2035035.0,27.8,,35967.391304347824
1086,2019-10-07 13,51.24,2684506.0,29.7,,52390.827478532396
1087,2019-10-07 14,50.16,3053807.0,30.7,,60881.31977671452
1088,2019-10-07 15,49.24,3465702.0,32.4,,70383.87489845653
1089,2019-10-07 16,43.82000000000001,3268654.0,32.8,,74592.74303970789
1090,2019-10-07 17,38.46,2780592.0,33.5,,72298.28393135725
1091,2019-10-07 18,36.4,892462.0,32.2,,24518.186813186814
1092,2019-10-07 19,33.66,590962.0,31.0,,17556.803327391564
1093,2019-10-07 20,31.42,239216.0,29.3,,7613.494589433481
1094,2019-10-07 21,27.56,206.58,28.7,,7.495645863570393
1095,2019-10-08 09,57.4,4617.0,21.3,,80.43554006968641
1096,2019-10-08 10,56.38,112.65,21.8,,1.9980489535296204
1097,2019-10-08 11,42.88,251175.0,21.7,,5857.62593283582
1098,2019-10-08 12,36.32,1000026.0,23.0,,27533.75550660793
1099,2019-10-08 13,36.28,865691.0,24.0,,23861.38368246968
1100,2019-10-08 14,41.24,1436416.0,25.3,,34830.649854510186
1101,2019-10-08 15,41.5,2215.36,27.8,,53.3821686746988
1102,2019-10-08 16,37.32,861694.0,25.9,,23089.335476956054
1103,2019-10-08 17,32.88,694.27,25.3,,21.115267639902676
1104,2019-10-08 18,29.5,847491.0,25.7,,28728.508474576272
1105,2019-10-08 19,26.2,565.99,25.6,,21.602671755725193
1106,2019-10-08 20,22.6,397491.0,25.6,,17588.09734513274
1107,2019-10-08 21,21.14,121153.0,24.9,,5730.983916745506
1108,2019-10-09 09,50.14,8888.0,20.7,,177.2636617471081
1109,2019-10-09 10,49.64,487104.0,22.1,,9812.73166800967
1110,2019-10-09 11,46.32000000000001,1345296.0,24.3,,29043.523316062172
1111,2019-10-09 12,39.64,1846519.0,26.7,,46582.21493440968
1112,2019-10-09 13,39.5,2762577.0,28.0,,69938.65822784811
1113,2019-10-09 14,42.96,3178609.0,29.8,,73989.96741154563
1114,2019-10-09 15,40.26,3045946.0,30.7,,75656.88027819176
1115,2019-10-09 16,37.34,2131104.0,31.6,,57072.9512587038
1116,2019-10-09 17,31.96,1699589.0,32.4,,53178.62953692115
1117,2019-10-09 18,33.099999999999994,1163018.0,31.8,,35136.49546827795
1118,2019-10-09 19,29.2,814201.0,33.5,,27883.59589041096
1119,2019-10-09 20,27.18,413198.0,29.4,,15202.281089036056
1120,2019-10-09 21,22.3,131434.0,27.1,,5893.90134529148
1121,2019-10-10 09,40.040000000000006,4397.0,21.1,,109.8151848151848
1122,2019-10-10 10,42.66,152933.0,21.8,,3584.9273323956872
1123,2019-10-10 11,38.56,898503.0,23.5,,23301.426348547717
1124,2019-10-10 12,35.5,1534609.0,26.2,,43228.42253521127
1125,2019-10-10 13,34.36,2567736.0,28.3,,74730.38416763679
1126,2019-10-10 14,35.56,3265.04,31.2,,91.8177727784027
1127,2019-10-10 15,35.76,1654934.0,31.5,,46278.91498881432
1128,2019-10-10 16,32.8,1996993.0,31.7,,60883.93292682927
1129,2019-10-10 17,28.16,1910.58,31.8,,67.84730113636364
1130,2019-10-10 18,30.24,583432.0,29.9,,19293.386243386245
1131,2019-10-10 19,27.12,216537.0,26.1,,7984.402654867256
1132,2019-10-10 20,26.54,99191.0,26.0,,3737.415222305953
1133,2019-10-10 21,25.62,71187.0,25.9,,2778.5714285714284
1134,2019-10-11 09,36.6,17511.0,21.7,,478.44262295081967
1135,2019-10-11 10,38.58000000000001,276281.0,23.0,,7161.249351995851
1136,2019-10-11 11,40.76,666294.0,24.7,,16346.76153091266
1137,2019-10-11 12,46.0,892747.0,26.0,,19407.543478260868
1138,2019-10-11 13,41.12,876822.0,26.6,,21323.492217898834
1139,2019-10-11 14,43.02,1111261.0,27.0,,25831.264528126452
1140,2019-10-11 15,42.22,2151552.0,27.7,,50960.49265750829
1141,2019-10-11 16,36.52,1614117.0,28.6,,44198.165388828034
1142,2019-10-11 17,31.0,1914212.0,30.7,,61748.77419354839
1143,2019-10-11 18,27.5,1874688.0,29.2,,68170.47272727273
1144,2019-10-11 19,24.18,701417.0,28.1,,29008.147229114973
1145,2019-10-11 20,23.92,288922.0,27.3,,12078.678929765885
1146,2019-10-11 21,23.24,149347.0,26.6,,6426.290877796902
1147,2019-10-12 09,26.66,13693.0,21.4,,513.615903975994
1148,2019-10-12 10,26.74,157882.0,21.9,,5904.338070306657
1149,2019-10-12 11,26.94,378.37,22.8,,14.0449146250928
1150,2019-10-12 12,26.92,1260309.0,26.3,,46816.82763744428
1151,2019-10-12 13,21.72,992861.0,29.2,,45711.83241252302
1152,2019-10-12 14,21.26,2304942.0,31.6,,108416.83913452493
1153,2019-10-12 15,20.94,1995719.0,33.0,,95306.54250238778
1154,2019-10-12 16,20.26,1076187.0,32.9,,53118.80552813425
1155,2019-10-12 17,20.76,2883667.0,33.6,,138904.9614643545
1156,2019-10-12 18,21.0,1026151.0,32.8,,48864.333333333336
1157,2019-10-12 19,21.9,604379.0,32.9,,27597.214611872147
1158,2019-10-12 20,21.82,517176.0,30.8,,23701.9248395967
1159,2019-10-12 21,21.4,106082.0,28.9,,4957.1028037383185
1160,2019-10-13 09,20.48,14853.0,18.3,,725.244140625
1161,2019-10-13 10,20.92,498902.0,20.6,,23848.087954110895
1162,2019-10-13 11,21.36,1435064.0,24.6,,67184.64419475656
1163,2019-10-13 12,21.96,2162244.0,29.1,,98462.84153005465
1164,2019-10-13 13,23.22,2910118.0,33.4,,125328.07924203273
1165,2019-10-13 14,23.3,2895.24,33.4,,124.25922746781114
1166,2019-10-13 15,24.360000000000007,3001765.0,35.3,,123225.16420361244
1167,2019-10-13 16,25.74,3423909.0,35.8,,133018.99766899768
1168,2019-10-13 17,23.6,3097293.0,35.1,,131241.2288135593
1169,2019-10-13 18,23.02,2279934.0,36.0,,99041.44222415291
1170,2019-10-13 19,23.480000000000004,1965232.0,35.4,,83698.12606473593
1171,2019-10-13 20,22.62,897404.0,34.7,,39673.032714412024
1172,2019-10-13 21,22.64,195878.0,31.7,,8651.855123674912
1173,2019-10-14 09,58.82,9617.0,17.8,,163.4988099285957
1174,2019-10-14 10,59.8,498536.0,20.9,,8336.722408026757
1175,2019-10-14 11,59.12000000000001,1416505.0,26.0,,23959.827469553446
1176,2019-10-14 12,47.94000000000001,2210598.0,28.2,,46111.76470588234
1177,2019-10-14 13,45.90000000000001,2854571.0,31.5,,62191.08932461872
1178,2019-10-14 14,49.76000000000001,3322375.0,32.9,,66767.98633440513
1179,2019-10-14 15,48.90000000000001,3571039.0,35.4,,73027.38241308792
1180,2019-10-14 16,47.86,3037116.0,34.0,,63458.33681571249
1181,2019-10-14 17,43.86,3213.82,35.9,,73.27450980392157
1182,2019-10-14 18,37.4,1487734.0,33.9,,39778.98395721925
1183,2019-10-14 19,32.08,1631092.0,34.4,,50844.513715710724
1184,2019-10-14 20,28.78,823905.0,33.8,,28627.692842251563
1185,2019-10-14 21,25.22,130.64,31.6,,5.180015860428231
1186,2019-10-15 09,56.46,16756.0,18.2,,296.77647892313144
1187,2019-10-15 10,62.040000000000006,510039.0,21.6,,8221.13152804642
1188,2019-10-15 11,62.86,1420575.0,26.0,,22599.02958956411
1189,2019-10-15 12,51.02,2222557.0,28.8,,43562.465699725595
1190,2019-10-15 13,55.26,2854424.0,33.1,,51654.433586681145
1191,2019-10-15 14,57.7,3349571.0,35.3,,58051.490467937605
1192,2019-10-15 15,50.38,3512.65,35.9,,69.72310440651052
1193,2019-10-15 16,44.74,3550759.0,35.7,,79364.30487259722
1194,2019-10-15 17,38.78,3180169.0,36.1,,82005.38937596699
1195,2019-10-15 18,37.66,2642158.0,36.5,,70158.20499203399
1196,2019-10-15 19,35.42,1967831.0,36.8,,55557.05815923207
1197,2019-10-15 20,30.14,815107.0,34.2,,27044.027869940277
1198,2019-10-15 21,28.86,134303.0,32.6,,4653.603603603604
1199,2019-10-16 09,52.76,17758.0,20.5,,336.5807429871115
1200,2019-10-16 10,49.0,507549.0,23.1,,10358.142857142857
1201,2019-10-16 11,53.98,1393208.0,26.4,,25809.70729899963
1202,2019-10-16 12,47.58,2179156.0,32.7,,45799.83186212694
1203,2019-10-16 13,48.040000000000006,2820808.0,34.9,,58717.90174854287
1204,2019-10-16 14,55.36,3284435.0,35.2,,59328.66690751445
1205,2019-10-16 15,51.58,3343712.0,36.4,,64825.74641333851
1206,2019-10-16 16,45.2,3676134.0,36.5,,81330.3982300885
1207,2019-10-16 17,38.28,2338955.0,36.8,,61101.227795193314
1208,2019-10-16 18,33.54,2126798.0,37.8,,63410.793082886106
1209,2019-10-16 19,30.86,1525351.0,35.9,,49428.09462086844
1210,2019-10-16 20,28.36,834414.0,34.7,,29422.214386459804
1211,2019-10-16 21,24.48,72206.0,33.4,,2949.5915032679736
1212,2019-10-17 09,56.28,22373.0,22.5,,397.5302061122957
1213,2019-10-17 10,60.86,431304.0,27.3,,7086.822214919487
1214,2019-10-17 11,60.12,1330218.0,29.7,,22126.04790419162
1215,2019-10-17 12,50.6,2111477.0,31.3,,41728.79446640316
1216,2019-10-17 13,54.1,2743684.0,33.1,,50715.04621072089
1217,2019-10-17 14,58.06,3198953.0,33.8,,55097.36479503961
1218,2019-10-17 15,51.5,2748124.0,34.5,,53361.63106796116
1219,2019-10-17 16,49.88,3131471.0,34.9,,62780.09222133119
1220,2019-10-17 17,39.92,1922575.0,33.9,,48160.69639278557
1221,2019-10-17 18,33.84,574497.0,30.1,,16976.86170212766
1222,2019-10-17 19,23.96,379055.0,29.9,,15820.32554257095
1223,2019-10-17 20,20.54,468085.0,28.7,,22788.948393378774
1224,2019-10-17 21,19.24,23143.0,27.7,,1202.8586278586279
1225,2019-10-18 10,63.08,498989.0,24.3,,7910.415345592898
1226,2019-10-18 11,63.18,1285643.0,26.5,,20348.89205444761
1227,2019-10-18 12,50.56,2118776.0,28.7,,41906.170886075946
1228,2019-10-18 13,49.76000000000001,2606736.0,30.5,,52386.1736334405
1229,2019-10-18 14,54.14,3224849.0,32.4,,59564.99815293683
1230,2019-10-18 15,48.16,2889431.0,34.2,,59996.49086378738
1231,2019-10-18 16,46.46,3442573.0,34.5,,74097.56780025829
1232,2019-10-18 17,35.44,2799.99,34.3,,79.00648984198645
1233,2019-10-18 18,29.4,2397354.0,35.3,,81542.6530612245
1234,2019-10-18 19,26.66,1028609.0,33.8,,38582.4831207802
1235,2019-10-18 20,22.6,309304.0,31.8,,13686.017699115044
1236,2019-10-18 21,22.26,75637.0,29.9,,3397.888589398023
1237,2019-10-19 09,30.5,21127.0,20.4,,692.688524590164
1238,2019-10-19 10,31.62,528953.0,22.6,,16728.431372549017
1239,2019-10-19 11,30.62,1394816.0,26.4,,45552.44937949053
