,DATA,POTENCIA,RADIACAO,TEMPERATURA,P/R,R/P
2493,2020-01-20 11,31.76,135434.0,20.9,,4264.2947103274555
2494,2020-01-20 12,27.84,539265.0,22.2,,19370.150862068967
2495,2020-01-20 13,27.54,1192251.0,24.5,,43291.61220043573
2496,2020-01-20 14,31.24,2457506.0,27.1,,78665.36491677337
2497,2020-01-20 15,29.380000000000006,2523554.0,28.7,,85893.60108917629
2498,2020-01-20 16,28.56,3647017.0,30.1,,127696.6736694678
2499,2020-01-20 17,23.66,3100454.0,30.6,,131042.01183431952
2500,2020-01-20 18,22.98,2140109.0,30.2,,93129.19930374238
2501,2020-01-20 19,23.36,923.3,29.9,,39.52482876712329
2502,2020-01-20 20,21.94,530537.0,28.9,,24181.26709206928
2503,2020-01-20 21,21.36,285729.0,28.4,,13376.82584269663
2504,2020-01-20 22,19.9,34592.0,27.0,,1738.2914572864322
2505,2020-01-21 09,39.1,7735.0,21.3,,197.82608695652172
2506,2020-01-21 10,40.540000000000006,207812.0,22.1,,5126.097681302416
2507,2020-01-21 11,38.04,628358.0,23.7,,16518.349106203998
2508,2020-01-21 12,31.4,1589584.0,26.3,,50623.69426751592
2509,2020-01-21 13,32.160000000000004,2637416.0,28.4,,82009.2039800995
2510,2020-01-21 14,33.660000000000004,2433829.0,29.6,,72306.26856803327
2511,2020-01-21 15,32.34,2926338.0,29.5,,90486.64192949906
2512,2020-01-21 16,31.7,3562019.0,29.3,,112366.52996845426
2513,2020-01-21 17,26.98,1952889.0,27.9,,72382.83914010378
2514,2020-01-21 18,23.54,1011691.0,24.1,,42977.52761257434
2515,2020-01-21 19,29.300000000000004,618436.0,24.0,,21107.030716723548
2516,2020-01-21 20,28.76,366259.0,23.6,,12735.013908205841
2517,2020-01-21 21,26.86,139.33,23.4,,5.187267311988087
2518,2020-01-21 22,21.28,10429.0,23.2,,490.0845864661654
2519,2020-01-22 09,33.38,488.0,22.1,,14.619532654284
2520,2020-01-22 10,34.18,76856.0,22.4,,2248.5664131070803
2521,2020-01-22 11,31.58,512993.0,23.5,,16244.236858771375
2522,2020-01-22 12,30.14,627793.0,22.9,,20829.2302587923
2523,2020-01-22 13,28.52,1025476.0,24.5,,35956.381486676015
2524,2020-01-22 14,29.86,1190927.0,25.1,,39883.690555927664
2525,2020-01-22 15,30.42,1531715.0,25.2,,50352.23537146614
2526,2020-01-22 16,30.38,1323531.0,26.3,,43565.86570111916
2527,2020-01-22 17,24.92,1115922.0,26.6,,44780.17656500802
2528,2020-01-22 18,21.380000000000006,1180654.0,27.6,,55222.35734331149
2529,2020-01-22 19,17.92,606374.0,24.3,,33837.834821428565
2530,2020-01-22 20,16.740000000000002,622338.0,24.3,,37176.70250896057
2531,2020-01-22 21,16.66,333834.0,24.1,,20038.055222088835
2532,2020-01-22 22,16.06,36561.0,23.4,,2276.5255292652555
2533,2020-01-23 09,29.74,2211.0,21.3,,74.34431741761937
2534,2020-01-23 10,29.94,167087.0,22.0,,5580.728122912491
2535,2020-01-23 11,28.38,392201.0,22.7,,13819.626497533474
2536,2020-01-23 12,24.94,869952.0,24.2,,34881.79631114675
2537,2020-01-23 13,25.26,761.91,24.1,,30.162707838479808
2538,2020-01-23 14,26.980000000000004,1216834.0,25.7,,45101.33432171978
2539,2020-01-23 15,27.74,1445365.0,25.9,,52104.00144196107
2540,2020-01-23 16,25.6,2544938.0,26.1,,99411.640625
2541,2020-01-23 17,22.0,1844268.0,22.5,,83830.36363636363
2542,2020-01-23 18,20.96,754674.0,23.6,,36005.43893129771
2543,2020-01-23 19,21.48,1282408.0,24.8,,59702.4208566108
2544,2020-01-23 20,20.74,518254.0,23.2,,24988.13886210222
2545,2020-01-23 21,20.34,126081.0,23.0,,6198.672566371682
2546,2020-01-23 22,19.7,32492.0,22.9,,1649.3401015228426
2547,2020-01-24 09,27.32,1373.0,21.4,,50.25622254758419
2548,2020-01-24 11,30.760000000000005,261041.0,22.0,,8486.378413524057
2549,2020-01-24 12,27.34,786.12,22.7,,28.75347476225311
2550,2020-01-24 13,25.340000000000003,1100903.0,23.9,,43445.26440410418
2551,2020-01-24 14,29.04,998748.0,24.6,,34392.14876033058
2552,2020-01-24 15,27.84,1725826.0,26.3,,61990.87643678161
2553,2020-01-24 16,24.92,1857474.0,25.5,,74537.47993579453
2554,2020-01-24 17,24.3,2120117.0,26.6,,87247.61316872427
2555,2020-01-24 18,27.68,2448149.0,27.4,,88444.68930635838
2556,2020-01-24 19,29.58,1223693.0,25.7,,41368.93171061528
2557,2020-01-24 20,27.38,1064214.0,25.9,,38868.29802775749
2558,2020-01-24 21,26.76,485776.0,23.2,,18153.06427503737
2559,2020-01-24 22,23.28,40689.0,22.8,,1747.8092783505153
2560,2020-01-25 07,21.56,728.0,22.5,,33.76623376623377
2561,2020-01-25 09,16.62,2564.0,21.8,,154.2719614921781
2562,2020-01-25 10,20.22,129903.0,22.2,,6424.480712166172
2563,2020-01-25 11,20.14,444921.0,23.0,,22091.410129096326
2564,2020-01-25 12,14.96,429274.0,22.5,,28694.78609625668
2565,2020-01-25 13,13.78,1133273.0,23.5,,82240.42089985487
2566,2020-01-25 14,14.36,630588.0,21.3,,43912.81337047354
2567,2020-01-25 15,14.3,182527.0,22.4,,12764.125874125873
2568,2020-01-25 16,18.04,462254.0,22.7,,25623.835920177386
2569,2020-01-25 17,18.58,556131.0,23.3,,29931.70075349839
2570,2020-01-25 18,18.86,1954856.0,26.8,,103650.901378579
2571,2020-01-25 19,19.38,1394107.0,25.6,,71935.34571723426
2572,2020-01-25 20,19.2,79722.0,21.6,,4152.1875
2573,2020-01-25 21,19.04,100968.0,21.6,,5302.941176470588
2574,2020-01-25 22,19.64,30473.0,21.3,,1551.5784114052954
2575,2020-01-26 09,18.22,801.0,21.3,,43.96267837541164
2576,2020-01-26 10,18.32,41961.0,21.5,,2290.447598253275
2577,2020-01-26 11,18.62,290777.0,22.3,,15616.380236305047
2578,2020-01-26 12,19.34,550975.0,23.2,,28488.883143743536
2579,2020-01-26 13,20.3,900115.0,23.9,,44340.64039408867
2580,2020-01-26 14,19.7,1185241.0,24.4,,60164.51776649746
2581,2020-01-26 15,19.22,2220611.0,26.2,,115536.47242455775
2582,2020-01-26 16,19.16,3490.14,28.1,,182.15762004175363
2583,2020-01-26 17,20.1,2378.3,28.1,,118.32338308457712
2584,2020-01-26 18,19.56,2358754.0,29.4,,120590.69529652353
2585,2020-01-26 19,19.74,2063457.0,28.7,,104531.76291793314
2586,2020-01-26 20,19.08,563.56,27.7,,29.536687631027252
2587,2020-01-26 21,19.34,243487.0,26.8,,12589.81385729059
2588,2020-01-26 22,19.22,6453.0,21.9,,335.74401664932367
2589,2020-01-27 09,33.260000000000005,6574.0,21.3,,197.6548406494287
2590,2020-01-27 10,33.26,242208.0,21.9,,7282.260974143115
2591,2020-01-27 11,31.6,755.83,24.2,,23.91867088607595
2592,2020-01-27 12,25.74,1266238.0,25.6,,49193.395493395496
2593,2020-01-27 13,27.64,1398.09,22.1,,50.58212735166425
2594,2020-01-27 14,28.76,1101595.0,24.4,,38303.025034770515
2595,2020-01-27 15,28.3,2279681.0,23.9,,80554.09893992933
2596,2020-01-27 16,24.64,3706154.0,27.8,,150412.09415584416
2597,2020-01-27 17,23.88,1222499.0,24.1,,51193.42546063652
2598,2020-01-27 18,22.62,1068516.0,26.6,,47237.665782493365
2599,2020-01-27 19,26.18,594823.0,24.1,,22720.511841100077
2600,2020-01-27 20,26.32,131912.0,22.4,,5011.854103343465
2601,2020-01-27 21,25.98,41635.0,22.5,,1602.578906851424
2602,2020-01-28 10,34.0,198821.0,21.8,,5847.676470588235
2603,2020-01-28 11,34.72,651427.0,23.0,,18762.298387096776
2604,2020-01-28 12,30.22,1186329.0,25.0,,39256.419589675716
2605,2020-01-28 13,27.76,1651334.0,25.0,,59486.09510086455
2606,2020-01-28 14,30.76,2361128.0,26.8,,76759.68790637191
2607,2020-01-28 15,31.58,2600109.0,27.0,,82334.04053198227
2608,2020-01-28 16,30.28,3653402.0,28.2,,120653.96301188903
2609,2020-01-28 17,23.860000000000007,2875909.0,27.7,,120532.64878457667
2610,2020-01-28 18,18.36,2582182.0,27.0,,140641.7211328976
2611,2020-01-28 19,18.2,1735871.0,27.3,,95377.52747252748
2612,2020-01-28 20,16.86,701.54,26.1,,41.6097271648873
2613,2020-01-28 21,16.32,610161.0,25.8,,37387.31617647059
2614,2020-01-28 22,15.8,35779.0,24.4,,2264.493670886076
2615,2020-01-29 10,39.64,92208.0,21.4,,2326.135216952573
2616,2020-01-29 11,40.18,392574.0,22.5,,9770.383275261323
2617,2020-01-29 12,37.48,1125953.0,24.6,,30041.435432230526
2618,2020-01-29 13,38.2,1622505.0,26.1,,42473.95287958115
2619,2020-01-29 14,39.14,1455417.0,26.2,,37184.90035769034
2620,2020-01-29 15,37.86,2924.68,28.0,,77.24986793449551
2621,2020-01-29 16,42.48,2474502.0,27.7,,58250.98870056497
2622,2020-01-29 17,39.82,2273707.0,27.4,,57099.62330487192
2623,2020-01-29 18,30.12,1323007.0,23.8,,43924.53519256308
2624,2020-01-29 19,27.84,2060.05,26.4,,73.99604885057472
2625,2020-01-29 20,24.44,1423691.0,26.0,,58252.495908346966
2626,2020-01-29 21,20.36,328474.0,25.0,,16133.300589390963
2627,2020-01-29 22,19.06,38352.0,24.2,,2012.1720881427075
2628,2020-01-30 10,41.14,205772.0,21.5,,5001.750121536218
2629,2020-01-30 11,46.52,882557.0,24.1,,18971.560619088563
2630,2020-01-30 12,44.86,2086034.0,26.1,,46500.980829246546
2631,2020-01-30 13,49.2,2870292.0,28.4,,58339.26829268292
2632,2020-01-30 14,49.62000000000001,3425988.0,30.4,,69044.49818621522
2633,2020-01-30 15,44.64,3683239.0,30.6,,82509.83422939068
2634,2020-01-30 16,38.32,3308487.0,31.4,,86338.3872651357
2635,2020-01-30 17,29.06,2261877.0,29.8,,77834.7212663455
2636,2020-01-30 18,27.14,1102902.0,27.0,,40637.50921149595
2637,2020-01-30 19,23.3,486805.0,25.7,,20892.91845493562
2638,2020-01-30 20,21.9,119323.0,25.9,,5448.5388127853885
2639,2020-01-30 21,19.42,102208.0,25.4,,5263.027806385169
2640,2020-01-30 22,18.24,20831.0,24.7,,1142.0504385964914
2641,2020-01-31 09,45.0,3953.0,20.5,,87.84444444444445
2642,2020-01-31 10,50.68,393729.0,22.8,,7768.922651933702
2643,2020-01-31 11,47.62,1176843.0,25.0,,24713.208735825287
2644,2020-01-31 12,45.9,1983081.0,27.0,,43204.379084967324
2645,2020-01-31 13,43.56,2718884.0,28.3,,62416.98806244261
2646,2020-01-31 14,44.3,2741416.0,29.2,,61882.97968397292
2647,2020-01-31 15,46.34,2320108.0,29.6,,50067.06948640483
2648,2020-01-31 16,49.64,2900154.0,30.4,,58423.73086220789
2649,2020-01-31 17,42.68,2702766.0,30.8,,63326.28865979381
2650,2020-01-31 18,31.92,2173065.0,32.0,,68078.47744360902
2651,2020-01-31 19,25.919999999999995,1494864.0,31.1,,57672.22222222223
2652,2020-01-31 20,24.22,974.33,29.9,,40.22832369942197
2653,2020-01-31 21,22.6,315942.0,28.2,,13979.734513274336
2654,2020-01-31 22,22.86,68424.0,26.3,,2993.175853018373
2655,2020-02-01 09,29.480000000000004,6708.0,22.0,,227.5440976933514
2656,2020-02-01 10,28.08,397993.0,23.7,,14173.539886039887
2657,2020-02-01 11,26.26,941641.0,25.4,,35858.37776085301
2658,2020-02-01 12,26.64,2001451.0,28.0,,75129.54204204204
2659,2020-02-01 13,26.54,2896399.0,29.3,,109133.34589299171
2660,2020-02-01 14,25.880000000000006,3394841.0,30.9,,131176.23647604324
2661,2020-02-01 15,25.44,2092788.0,31.4,,82263.67924528301
2662,2020-02-01 16,23.879999999999995,2757695.0,31.9,,115481.365159129
2663,2020-02-01 17,22.46,2120.95,31.1,,94.43232413178984
2664,2020-02-01 18,22.12,2391.78,32.6,,108.12748643761303
2665,2020-02-01 19,22.08,2617347.0,33.3,,118539.26630434784
2666,2020-02-01 20,22.12,1430687.0,31.5,,64678.43580470162
2667,2020-02-01 21,21.8,261249.0,30.0,,11983.899082568807
2668,2020-02-01 22,21.34,18598.0,26.3,,871.5089034676664
2669,2020-02-02 09,29.540000000000006,493.0,21.5,,16.689234935680428
2670,2020-02-02 10,29.16,187413.0,22.9,,6427.057613168724
2671,2020-02-02 11,26.6,694923.0,24.8,,26124.924812030073
2672,2020-02-02 12,25.22,1925767.0,27.4,,76358.72323552736
2673,2020-02-02 13,25.2,2809695.0,29.5,,111495.83333333334
2674,2020-02-02 14,24.880000000000006,3377483.0,30.7,,135750.924437299
2675,2020-02-02 15,24.96,1704903.0,30.9,,68305.40865384616
2676,2020-02-02 16,25.74,1841932.0,31.4,,71559.12975912976
2677,2020-02-02 17,24.62,1221059.0,29.0,,49596.22258326563
2678,2020-02-02 18,22.42,1075875.0,27.9,,47987.28813559322
2679,2020-02-02 19,21.94,2423457.0,31.4,,110458.38650865997
2680,2020-02-02 20,21.94,1567994.0,28.4,,71467.36554238833
2681,2020-02-02 21,20.16,314825.0,25.7,,15616.319444444443
2682,2020-02-02 22,20.04,60488.0,24.2,,3018.363273453094
2683,2020-02-03 09,51.46,2773.0,21.2,,53.88651379712398
2684,2020-02-03 10,51.24,328502.0,23.2,,6411.046057767369
2685,2020-02-03 11,50.63999999999999,946818.0,24.8,,18697.037914691944
2686,2020-02-03 12,43.64,1944825.0,28.6,,44565.19248395967
2687,2020-02-03 13,43.26000000000001,2645.87,30.8,,61.16204345815994
2688,2020-02-03 14,48.40000000000001,3316734.0,31.2,,68527.56198347105
2689,2020-02-03 15,45.540000000000006,2488417.0,31.9,,54642.44620114184
2690,2020-02-03 16,44.06,3486933.0,32.3,,79140.55832955061
2691,2020-02-03 17,35.18,3070989.0,33.2,,87293.60432063673
2692,2020-02-03 18,30.02,1608614.0,28.4,,53584.74350433045
2693,2020-02-03 19,24.64,1834132.0,31.5,,74437.17532467532
2694,2020-02-03 20,22.98,1425781.0,27.0,,62044.429939077454
2695,2020-02-03 21,20.520000000000003,241506.0,26.1,,11769.298245614033
2696,2020-02-03 22,18.24,33853.0,25.7,,1855.9758771929826
2697,2020-02-04 09,43.34,587.0,21.0,,13.544070143054913
2698,2020-02-04 10,41.03999999999999,70439.0,21.2,,1716.3499025341134
2699,2020-02-04 11,43.66,196499.0,21.5,,4500.66422354558
2700,2020-02-04 12,39.82,609262.0,22.8,,15300.401808136614
2701,2020-02-04 13,42.08,2046742.0,25.5,,48639.30608365019
2702,2020-02-04 14,45.14,3332403.0,28.0,,73823.7261852016
2703,2020-02-04 15,44.9,3258.62,28.8,,72.5750556792873
2704,2020-02-04 16,42.24,3776.73,30.1,,89.4112215909091
2705,2020-02-04 17,36.94000000000001,2888307.0,30.7,,78189.14455874388
2706,2020-02-04 18,34.58,2794954.0,29.6,,80825.73742047427
2707,2020-02-04 19,29.58,2061.69,30.2,,69.69878296146045
2708,2020-02-04 20,28.5,1213.88,26.6,,42.59228070175439
2709,2020-02-04 21,27.12,583172.0,26.1,,21503.39233038348
2710,2020-02-04 22,25.76,24031.0,24.3,,932.8804347826086
2711,2020-02-05 09,48.66,1296.0,20.9,,26.633785450061655
2712,2020-02-05 10,45.32,311404.0,22.8,,6871.226831421006
2713,2020-02-05 11,49.66,846367.0,23.7,,17043.23399113975
2714,2020-02-05 12,42.76,1248293.0,25.5,,29193.00748362956
2715,2020-02-05 13,42.86,2103128.0,26.9,,49069.715352309846
2716,2020-02-05 14,44.89999999999999,3185469.0,29.2,,70945.85746102451
2717,2020-02-05 15,44.28,1565065.0,25.4,,35344.73803071364
2718,2020-02-05 16,39.06,3001569.0,29.9,,76845.08448540706
2719,2020-02-05 17,31.0,2135912.0,29.0,,68900.3870967742
2720,2020-02-05 18,26.0,1661.72,28.5,,63.91230769230769
2721,2020-02-05 19,23.3,911263.0,27.6,,39110.0
2722,2020-02-05 20,22.52,481154.0,26.4,,21365.63055062167
2723,2020-02-05 21,21.16,238633.0,25.9,,11277.551984877127
2724,2020-02-05 22,19.54,13148.0,21.8,,672.8761514841351
2725,2020-02-06 10,43.26,126713.0,21.4,,2929.1030975496997
2726,2020-02-06 11,41.6,500.96,21.9,,12.042307692307691
2727,2020-02-06 12,36.92,1428.58,24.2,,38.693932827735644
2728,2020-02-06 13,38.38,1508678.0,25.5,,39308.96300156331
2729,2020-02-06 14,41.56,1590128.0,26.3,,38261.020211742056
2730,2020-02-06 15,40.88,2282196.0,28.0,,55826.71232876712
2731,2020-02-06 16,40.53999999999999,1791664.0,25.4,,44194.96793290578
2732,2020-02-06 17,33.12,2244.59,28.3,,67.77143719806764
2733,2020-02-06 18,24.92,2623146.0,28.2,,105262.68057784911
2734,2020-02-06 19,22.54,1866139.0,29.4,,82792.32475598935
2735,2020-02-06 20,19.72,1779621.0,29.3,,90244.47261663286
2736,2020-02-06 21,17.88,1030186.0,27.8,,57616.66666666667
2737,2020-02-06 22,17.200000000000006,75535.0,24.0,,4391.569767441859
2738,2020-02-07 10,42.04,28752.0,20.7,,683.9200761179828
2739,2020-02-07 11,39.36,193862.0,21.2,,4925.3556910569105
2740,2020-02-07 12,33.14,564406.0,21.8,,17030.95956547978
2741,2020-02-07 13,33.90000000000001,788937.0,23.1,,23272.477876106186
2742,2020-02-07 14,32.58,1280406.0,25.0,,39300.36832412523
2743,2020-02-07 15,31.44,1649866.0,25.6,,52476.653944020356
2744,2020-02-07 16,30.66,1855525.0,26.0,,60519.406392694065
2745,2020-02-07 17,26.04,1489698.0,25.9,,57208.06451612904
2746,2020-02-07 18,22.880000000000006,1190625.0,25.1,,52037.80594405593
2747,2020-02-07 19,22.26,997262.0,25.3,,44800.628930817606
2748,2020-02-07 20,19.32,756178.0,25.5,,39139.648033126294
2749,2020-02-07 21,17.88,409074.0,24.2,,22878.859060402687
2750,2020-02-07 22,16.78,27474.0,23.5,,1637.3063170441
2751,2020-02-08 10,28.38,37062.0,20.2,,1305.9196617336152
2752,2020-02-08 11,27.86,102299.0,20.6,,3671.895190236899
2753,2020-02-08 12,24.9,218047.0,20.7,,8756.90763052209
2754,2020-02-08 13,23.08,351181.0,21.2,,15215.814558058926
2755,2020-02-08 14,19.86,823284.0,21.6,,41454.38066465257
2756,2020-02-08 15,19.72,925871.0,22.6,,46950.86206896552
2757,2020-02-08 16,15.519999999999998,799084.0,23.3,,51487.37113402063
2758,2020-02-08 17,15.32,1156067.0,23.7,,75461.29242819843
2759,2020-02-08 18,13.72,867904.0,22.8,,63258.30903790087
2760,2020-02-08 19,14.58,605886.0,23.1,,41555.9670781893
2761,2020-02-08 20,14.38,403823.0,23.4,,28082.267037552156
2762,2020-02-08 21,13.98,244.73,22.0,,17.50572246065808
2763,2020-02-08 22,13.94,27232.0,21.7,,1953.5150645624103
2764,2020-02-09 10,16.46,82381.0,20.7,,5004.921020656136
2765,2020-02-09 11,15.9,435929.0,22.0,,27416.91823899371
2766,2020-02-09 12,15.38,901.18,22.7,,58.59427828348504
2767,2020-02-09 13,16.34,1180169.0,23.1,,72225.76499388005
2768,2020-02-09 14,15.420000000000002,1109677.0,22.4,,71963.48897535667
2769,2020-02-09 15,15.16,968324.0,22.3,,63873.6147757256
2770,2020-02-09 16,15.28,1051464.0,23.0,,68813.08900523561
2771,2020-02-09 17,16.12,1686113.0,22.9,,104597.58064516129
2772,2020-02-09 18,16.139999999999993,1265658.0,24.0,,78417.47211895914
2773,2020-02-09 19,16.7,1122595.0,23.5,,67221.25748502994
2774,2020-02-09 20,15.64,929.57,23.8,,59.43542199488491
2775,2020-02-09 21,14.04,468752.0,23.0,,33386.89458689459
2776,2020-02-09 22,14.2,37351.0,22.2,,2630.3521126760565
2777,2020-02-10 10,33.78,137777.0,20.9,,4078.6560094730607
2778,2020-02-10 11,32.54,235078.0,21.2,,7224.277811923786
2779,2020-02-10 12,29.6,787802.0,22.8,,26614.93243243243
2780,2020-02-10 13,30.46,981998.0,23.2,,32238.936309914643
2781,2020-02-10 14,34.4,869945.0,22.1,,25289.0988372093
2782,2020-02-10 15,33.86,1262582.0,23.2,,37288.30478440638
2783,2020-02-10 16,33.36,1706249.0,24.3,,51146.55275779377
2784,2020-02-10 17,28.5,3330467.0,25.9,,116858.49122807017
2785,2020-02-10 18,22.2,2952723.0,27.0,,133005.54054054053
2786,2020-02-10 19,22.08,2329398.0,27.5,,105498.09782608696
2787,2020-02-10 20,20.5,1607008.0,27.7,,78390.63414634146
2788,2020-02-10 21,18.36,515494.0,26.0,,28077.015250544664
2789,2020-02-10 22,17.6,36141.0,24.6,,2053.465909090909
2790,2020-02-11 10,41.18,184224.0,21.3,,4473.627974745022
2791,2020-02-11 11,43.78,755121.0,23.6,,17248.081315669257
2792,2020-02-11 12,37.64,1688659.0,26.3,,44863.416578108394
2793,2020-02-11 13,39.72,2900168.0,28.4,,73015.30715005036
2794,2020-02-11 14,42.42,3256512.0,29.4,,76768.31683168317
2795,2020-02-11 15,41.62000000000001,3534388.0,30.2,,84920.42287361843
2796,2020-02-11 16,39.5,2322696.0,29.6,,58802.43037974684
2797,2020-02-11 17,31.12,2036416.0,31.2,,65437.53213367609
2798,2020-02-11 18,26.02,2424736.0,31.1,,93187.39431206764
2799,2020-02-11 19,22.5,2550424.0,31.8,,113352.17777777778
2800,2020-02-11 20,20.74,1364119.0,30.5,,65772.37222757956
2801,2020-02-11 21,18.84,284725.0,28.0,,15112.791932059448
2802,2020-02-11 22,17.22,26517.0,26.6,,1539.8954703832753
2803,2020-02-12 10,46.7,95412.0,22.2,,2043.0835117773017
2804,2020-02-12 11,47.5,954798.0,25.0,,20101.01052631579
2805,2020-02-12 12,41.44,2220861.0,27.5,,53592.2055984556
2806,2020-02-12 13,41.08,2191329.0,28.5,,53342.96494644596
2807,2020-02-12 14,38.58,2266222.0,30.5,,58740.850181441165
2808,2020-02-12 15,36.7,3406266.0,30.9,,92813.78746594004
2809,2020-02-12 16,36.46,1230813.0,28.9,,33757.899067471204
2810,2020-02-12 17,31.700000000000006,652814.0,23.4,,20593.50157728706
2811,2020-02-12 18,24.96,375149.0,23.1,,15030.008012820512
2812,2020-02-12 19,22.1,408161.0,22.8,,18468.823529411762
2813,2020-02-12 20,19.64,73189.0,22.3,,3726.52749490835
2814,2020-02-13 10,40.18,161492.0,21.3,,4019.2135390741664
2815,2020-02-13 11,40.76000000000001,818026.0,23.3,,20069.332679097148
2816,2020-02-13 12,36.52,1802064.0,24.6,,49344.578313253005
2817,2020-02-13 13,40.56,1966756.0,25.3,,48490.03944773175
2818,2020-02-13 14,41.24,2985728.0,26.9,,72398.83608147429
2819,2020-02-13 15,37.44,2469391.0,28.2,,65955.9561965812
2820,2020-02-13 16,38.98,3360771.0,28.8,,86217.82965623397
2821,2020-02-13 17,32.26,2469093.0,31.0,,76537.29076255426
2822,2020-02-13 18,25.3,2014604.0,27.9,,79628.61660079051
2823,2020-02-13 19,23.42,1838227.0,29.4,,78489.6242527754
2824,2020-02-13 20,20.9,1232.72,29.1,,58.981818181818184
2825,2020-02-13 21,19.04,180069.0,25.8,,9457.405462184874
2826,2020-02-13 22,17.519999999999996,25519.0,25.1,,1456.5639269406397
2827,2020-02-14 10,46.98,268108.0,22.6,,5706.8539804172
2828,2020-02-14 11,48.66,1132816.0,25.9,,23280.23016851624
2829,2020-02-14 12,41.540000000000006,2021446.0,27.7,,48662.63842079922
2830,2020-02-14 13,43.7,2783121.0,29.4,,63686.97940503432
2831,2020-02-14 14,45.84,3369717.0,30.3,,73510.4057591623
2832,2020-02-14 15,40.66,3555111.0,31.2,,87435.0959173635
2833,2020-02-14 16,33.6,3172259.0,31.5,,94412.47023809524
2834,2020-02-14 17,29.02,3198078.0,32.5,,110202.54996554101
2835,2020-02-14 18,22.66,1798324.0,31.6,,79361.16504854368
2836,2020-02-14 19,20.46,433253.0,25.3,,21175.610948191592
2837,2020-02-14 20,17.48,348343.0,24.5,,19928.089244851257
2838,2020-02-14 21,15.36,314885.0,25.1,,20500.325520833336
2839,2020-02-15 09,21.200000000000006,354.0,19.4,,16.698113207547166
2840,2020-02-15 10,21.22,284433.0,21.9,,13404.005655042414
2841,2020-02-15 11,21.5,1108335.0,23.7,,51550.46511627907
2842,2020-02-15 12,20.3,1986056.0,26.4,,97835.2709359606
2843,2020-02-15 13,19.68,2756473.0,29.1,,140064.6849593496
2844,2020-02-15 14,18.56,2856858.0,29.8,,153925.53879310345
2845,2020-02-15 15,17.82,1662829.0,28.3,,93312.51402918069
2846,2020-02-15 16,21.3,3761848.0,31.9,,176612.5821596244
2847,2020-02-15 17,24.380000000000006,3777176.0,32.7,,154929.28630024605
2848,2020-02-15 18,23.84,3307535.0,31.4,,138738.88422818793
2849,2020-02-15 19,24.02,2231.05,31.8,,92.88301415487095
2850,2020-02-15 20,24.379999999999995,1362514.0,29.3,,55886.546349466786
2851,2020-02-15 21,23.24,567546.0,27.8,,24421.0843373494
2852,2020-02-15 22,22.2,43926.0,26.5,,1978.6486486486488
2853,2020-02-16 10,20.68,105499.0,20.5,,5101.499032882011
2854,2020-02-16 11,20.86,782.84,23.1,,37.528283796740176
2855,2020-02-16 12,20.96,1881909.0,26.2,,89785.73473282442
2856,2020-02-16 13,21.86,2506843.0,28.5,,114677.17291857275
2857,2020-02-16 14,20.26,3083447.0,28.3,,152193.83020730503
2858,2020-02-16 15,20.04,3954874.0,30.0,,197349.00199600798
2859,2020-02-16 16,19.800000000000004,3310802.0,29.8,,167212.2222222222
2860,2020-02-16 17,19.94,2313146.0,26.3,,116005.31594784353
2861,2020-02-16 18,19.88,259615.0,23.4,,13059.104627766601
2862,2020-02-16 19,21.880000000000006,261452.0,23.8,,11949.360146252282
2863,2020-02-16 20,21.6,473739.0,25.3,,21932.36111111111
2864,2020-02-16 21,20.1,564062.0,25.4,,28062.78606965174
2865,2020-02-16 22,18.44,38298.0,24.5,,2076.8980477223427
2866,2020-02-17 10,59.16,228823.0,23.5,,3867.866801893171
2867,2020-02-17 11,50.6,923574.0,25.2,,18252.450592885376
2868,2020-02-17 12,45.92,1545164.0,26.8,,33649.04181184669
2869,2020-02-17 13,42.68,2219024.0,28.9,,51992.1274601687
2870,2020-02-17 14,39.04,1273758.0,28.1,,32626.997950819674
2871,2020-02-17 15,47.24,1507073.0,24.2,,31902.4767146486
2872,2020-02-17 16,39.78,1431846.0,24.3,,35994.117647058825
2873,2020-02-17 17,33.42,1998504.0,24.5,,59799.64093357271
2874,2020-02-17 18,29.72,1017005.0,25.9,,34219.54912516824
2875,2020-02-17 19,27.66,476844.0,25.7,,17239.47939262473
2876,2020-02-17 20,24.24,417104.0,25.9,,17207.260726072607
2877,2020-02-17 21,21.78,290752.0,25.6,,13349.494949494949
2878,2020-02-17 22,19.04,20301.0,24.5,,1066.2289915966387
2879,2020-02-18 10,45.7,217668.0,22.2,,4762.975929978118
2880,2020-02-18 11,46.18000000000001,868364.0,24.8,,18803.89779125162
2881,2020-02-18 12,39.0,1323678.0,26.1,,33940.46153846154
2882,2020-02-18 13,43.28,1796156.0,28.0,,41500.83179297597
2883,2020-02-18 14,46.92,2570261.0,29.2,,54779.64620630861
2884,2020-02-18 15,43.12000000000001,2454991.0,29.8,,56933.92857142856
2885,2020-02-18 16,39.48,1027015.0,29.4,,26013.551165146913
2886,2020-02-18 17,32.46,2817.92,30.4,,86.81207640172521
2887,2020-02-18 18,26.78,749248.0,26.6,,27977.893950709484
2888,2020-02-18 19,22.88,867602.0,26.8,,37919.667832167834
2889,2020-02-18 20,20.0,264118.0,25.9,,13205.9
2890,2020-02-18 21,18.22,68072.0,25.3,,3736.114160263447
2891,2020-02-18 22,17.340000000000003,11573.0,23.6,,667.4163783160321
