cddd0ccd-b6dc-41c2-a7e8-5f0946f95749,2019-06-05 00:15:00,19.32,0,1006001
1299d55e-1dce-3341-e094-f2663330ef35,2019-06-05 00:30:00,18.48,0,1006001
75ed277b-58f8-22c3-b21f-0cf1dec65582,2019-06-05 00:45:00,18.9,0,1006001
ce0372cc-42c0-935e-8e85-d6f1a763dbb6,2019-06-05 01:00:00,18.69,0,1006001
4213fb6f-a61b-6bcd-0854-bd7e7e35c938,2019-06-05 01:15:00,18.48,0,1006001
e0ed6acd-0981-c81c-ed37-ee5eb6aca48d,2019-06-05 01:30:00,18.69,0,1006001
434121ff-aaaa-c1f5-734d-1b7565d87473,2019-06-05 01:45:00,18.48,0,1006001
43711ab5-2188-8b11-12b0-d66ef999454f,2019-06-05 02:00:00,19.32,0,1006001
214e1f79-8d5b-2f2c-7b75-1826b45f8802,2019-06-05 02:15:00,18.06,0,1006001
bd504cfd-ceb0-401b-a73f-6deaed4cb72d,2019-06-05 02:30:00,18.27,0,1006001
193e020a-44be-a10a-1dea-932478573219,2019-06-05 02:45:00,18.06,0,1006001
a5cd0d9a-2011-eb18-0ca7-5259c8af1af3,2019-06-05 03:00:00,17.85,0,1006001
d03e8f8a-5ec6-1ec0-306e-b0a7e6b8e776,2019-06-05 03:15:00,18.48,0,1006001
9df8ec4e-db3a-9da7-62b0-16a90c40c767,2019-06-05 03:30:00,18.69,0,1006001
d66abf6a-c789-86ee-5715-af81adade739,2019-06-05 03:45:00,18.27,0,1006001
5e3ce9fa-9d4f-d7e9-f910-183e5b288893,2019-06-05 04:00:00,18.69,0,1006001
97c45d02-330b-e124-0c5b-a0ff90ac669c,2019-06-05 04:15:00,18.69,0,1006001
1539a746-9bdf-26a1-236c-af774040a0ee,2019-06-05 04:30:00,18.27,0,1006001
ad104048-1966-988d-2687-87f85456a3c6,2019-06-05 04:45:00,18.27,0,1006001
69e4e23a-bfa1-0433-db73-ffcaa3ddb070,2019-06-05 05:00:00,18.27,0,1006001
6a521932-48db-2682-5d6b-601744f12e40,2019-06-05 05:15:00,18.06,0,1006001
d8f51c97-0b39-1ebc-a046-bf209049ada8,2019-06-05 05:30:00,19.95,0,1006001
18f1a30a-a3c4-72ef-b93b-99ef8a908c64,2019-06-05 05:45:00,20.37,0,1006001
c6a687ae-246c-eb08-384e-e523baf79761,2019-06-05 06:00:00,19.95,0,1006001
979f26f2-4416-1882-4d3c-b6eaa5ff01b2,2019-06-05 06:15:00,20.58,9.24,1006001
c9f7872f-286f-2de6-028f-1f59b9d39255,2019-06-05 06:30:00,21.21,8.82,1006001
bc40eac0-5a36-bf28-5495-bd7e3c5cb007,2019-06-05 06:45:00,20.16,8.82,1006001
33849b7e-ca09-fafa-e2f2-920c04125d61,2019-06-05 07:00:00,19.11,7.77,1006001
a9ec6074-d84b-35f9-a207-1af1e7a16b99,2019-06-05 07:15:00,18.48,6.51,1006001
04b62caf-3bac-2e41-effb-07faecf20f7c,2019-06-05 07:30:00,18.9,6.93,1006001
05664e90-7faf-5bef-7c4c-9b53f2a3e84a,2019-06-05 07:45:00,19.95,7.35,1006001
b44924f4-eb30-7997-a9b1-4d6dc80152b0,2019-06-05 08:00:00,21.42,7.77,1006001
8e1021f0-9cdf-0cd3-4364-d39069fe7a3a,2019-06-05 08:15:00,24.57,7.98,1006001
99c4e7ff-1e72-af54-0bed-8dda40ef3efa,2019-06-05 08:30:00,30.87,8.4,1006001
29ce7598-f4b4-64b0-2320-28055970af7f,2019-06-05 08:45:00,35.07,8.82,1006001
833d35f7-7a3f-fa0a-a429-edb97470f4c7,2019-06-05 09:00:00,35.7,8.82,1006001
5688e063-b550-e0c1-9ce5-c08cab2be14e,2019-06-05 09:15:00,36.75,9.24,1006001
36fcec69-7f9b-29cb-1497-76937b992254,2019-06-05 09:30:00,35.91,9.45,1006001
b1c08350-c1a5-3e0e-97b6-07a32538dcbd,2019-06-05 09:45:00,34.23,9.66,1006001
0d4ea5a6-eb0f-912b-f2f6-4fa136525ac3,2019-06-05 10:00:00,36.75,10.29,1006001
4e931d19-68c5-d6b0-a66e-34d31e72ce24,2019-06-05 10:15:00,40.53,10.5,1006001
40cda38c-2406-fe79-f662-236153fc419d,2019-06-05 10:30:00,44.73,11.97,1006001
fb14c1b0-a215-81f9-b98e-eb22f3ae3171,2019-06-05 10:45:00,46.62,11.76,1006001
77c41ccd-b3a1-b742-431c-9727e260804d,2019-06-05 11:00:00,46.2,12.18,1006001
ff353ba7-7068-2e64-e5ee-5100ec1cc7ec,2019-06-05 11:15:00,43.05,11.34,1006001
1a33e4d7-b12c-4cb5-a5bc-9677427407db,2019-06-05 11:30:00,42.63,11.76,1006001
ae18c6ab-82e1-8465-78f2-3378f78b6966,2019-06-05 11:45:00,41.58,11.55,1006001
f165f338-733e-ad23-6daa-7a75a05c8e14,2019-06-05 12:00:00,42.21,12.18,1006001
2194a668-0fb3-990f-9078-0babf19305a8,2019-06-05 12:15:00,40.74,12.18,1006001
fff57249-7ec7-a280-0fa1-defcde614241,2019-06-05 12:30:00,41.16,12.6,1006001
77689d11-f742-da44-f4a6-c21c637ead01,2019-06-05 12:45:00,38.43,11.97,1006001
7742ff9d-d5d7-1f51-07fb-bfeb44c75390,2019-06-05 13:00:00,40.32,12.81,1006001
92b23a05-31b5-e46b-df86-c7e617f0d01a,2019-06-05 13:15:00,40.95,13.44,1006001
02931a45-f547-6bbf-67b5-a9f5e9342bf2,2019-06-05 13:30:00,41.37,12.18,1006001
eeee32ae-b46c-e6fd-ab21-98973b15b2f0,2019-06-05 13:45:00,39.69,11.34,1006001
e62ac0c5-1352-c8b4-db23-691df863176e,2019-06-05 14:00:00,36.54,11.55,1006001
fd171eeb-1ec0-9871-54d9-e94806d5e20d,2019-06-05 14:15:00,38.85,13.23,1006001
3e29712d-7e52-6cef-fc55-98373b70ba45,2019-06-05 14:30:00,38.22,12.81,1006001
c5a72775-7aea-bd36-bd38-6b8a6455032e,2019-06-05 14:45:00,40.53,14.07,1006001
9d24f696-e612-8964-ef4e-7e1028be5733,2019-06-05 15:00:00,39.27,13.02,1006001
abd5369a-740c-0299-d554-1c03ed46a7dc,2019-06-05 15:15:00,38.22,12.81,1006001
062fe3aa-8df3-de22-ae63-af77e637af4f,2019-06-05 15:30:00,37.59,12.81,1006001
7e389bde-4ff2-b0ea-46f9-70ba3b6e1387,2019-06-05 15:45:00,35.49,12.18,1006001
bb93708f-6071-df54-e42f-5043a308733c,2019-06-05 16:00:00,36.54,12.18,1006001
a31bba5f-50a3-0a80-c001-25a607199f9d,2019-06-05 16:15:00,35.28,12.6,1006001
eefb3a69-f97c-458c-979c-83729e743b70,2019-06-05 16:30:00,34.44,12.39,1006001
87c14c16-1b29-aeac-96a6-28021e296215,2019-06-05 16:45:00,33.18,11.97,1006001
8df71cf4-aadc-7ffb-a0d6-cdaf3ac64f56,2019-06-05 17:00:00,31.29,11.34,1006001
ba13610d-87a4-fee5-5f66-f818118c7fac,2019-06-05 17:15:00,28.77,10.5,1006001
