,DATA,POTENCIA,RADIACAO,TEMPERATURA,P/R,R/P
2122,2019-10-04 10,74.24000000000002,359597.0,23.6,,4843.70959051724
2123,2019-10-04 11,70.94,1224045.0,26.8,,17254.651818438117
2124,2019-10-04 12,54.86,2018.18,31.4,,36.78782355085673
2125,2019-10-04 13,49.52,2655635.0,33.2,,53627.524232633274
2126,2019-10-04 14,49.62,3115774.0,34.9,,62792.70455461508
2127,2019-10-04 15,47.42,3339076.0,35.5,,70414.93040911008
2128,2019-10-04 16,47.16,2029493.0,36.1,,43034.20271416455
2129,2019-10-04 17,39.92,2732287.0,37.4,,68444.0631262525
2130,2019-10-04 18,33.36,2452894.0,35.9,,73527.99760191847
2131,2019-10-04 19,30.880000000000006,1038532.0,34.8,,33631.2176165803
2132,2019-10-04 20,28.66,462939.0,34.7,,16152.791346824843
2133,2019-10-04 21,26.12,96.55,31.6,,3.696401225114854
2134,2019-10-04 22,25.42,0,31.0,,0.0
2135,2019-10-04 23,24.040000000000006,0,30.0,,0.0
2136,2019-10-05 00,23.24,0,28.4,,0.0
2137,2019-10-05 01,23.12,0,28.0,,0.0
2138,2019-10-05 02,23.26,0,27.2,,0.0
2139,2019-10-05 03,23.1,0,25.5,,0.0
2140,2019-10-05 04,22.74,0,25.6,,0.0
2141,2019-10-05 05,23.14,0,25.1,,0.0
2142,2019-10-05 06,21.86,0,24.1,,0.0
2143,2019-10-05 07,20.0,0,23.8,,0.0
2144,2019-10-05 08,20.28,0,23.0,,0.0
2145,2019-10-05 09,29.1,5472.0,22.1,,188.04123711340205
2146,2019-10-05 10,32.66,305714.0,24.6,,9360.50214329455
2147,2019-10-05 11,28.48,1174549.0,27.0,,41241.18679775281
2148,2019-10-05 12,28.3,1982351.0,29.0,,70047.73851590106
2149,2019-10-05 13,32.8,2625812.0,31.2,,80055.24390243903
2150,2019-10-05 14,30.82,3139307.0,32.8,,101859.40947436729
2151,2019-10-05 15,26.38,3318129.0,33.6,,125781.9939347991
2152,2019-10-05 16,25.1,3369078.0,34.4,,134226.2151394422
2153,2019-10-05 17,24.38,3020717.0,35.4,,123901.43560295325
2154,2019-10-05 18,24.520000000000003,2391664.0,35.6,,97539.31484502446
2155,2019-10-05 19,24.98,1268068.0,34.8,,50763.330664531626
2156,2019-10-05 20,24.52,765622.0,31.5,,31224.388254486134
2157,2019-10-05 21,24.64,76565.0,30.2,,3107.345779220779
2158,2019-10-05 22,24.7,0,27.8,,0.0
2159,2019-10-05 23,25.08,0,25.7,,0.0
2160,2019-10-06 00,23.48,0,25.2,,0.0
2161,2019-10-06 01,22.92,0,25.3,,0.0
2162,2019-10-06 02,22.44,0,25.4,,0.0
2163,2019-10-06 03,22.52,0,24.9,,0.0
2164,2019-10-06 04,22.2,0,22.2,,0.0
2165,2019-10-06 05,22.62,0,21.4,,0.0
2166,2019-10-06 06,20.94,0,20.5,,0.0
2167,2019-10-06 07,24.98,0,20.3,,0.0
2168,2019-10-06 08,35.2,0,20.4,,0.0
2169,2019-10-06 09,35.96,5428.0,20.4,,150.94549499443826
2170,2019-10-06 10,31.14,414613.0,22.9,,13314.482980089917
2171,2019-10-06 11,33.379999999999995,1229875.0,23.9,,36844.667465548235
2172,2019-10-06 12,32.08,1178592.0,23.9,,36739.15211970075
2173,2019-10-06 13,31.72,1257801.0,24.4,,39653.2471626734
2174,2019-10-06 14,33.440000000000005,1228807.0,25.4,,36746.62081339712
2175,2019-10-06 15,32.48,1767219.0,27.7,,54409.451970443355
2176,2019-10-06 16,33.86,1877463.0,27.6,,55447.814530419375
2177,2019-10-06 17,32.6,1507231.0,27.7,,46234.079754601225
2178,2019-10-06 18,25.1,1060828.0,27.7,,42264.06374501992
2179,2019-10-06 19,23.9,977544.0,29.8,,40901.42259414226
2180,2019-10-06 20,22.8,752525.0,28.4,,33005.48245614035
2181,2019-10-06 21,23.040000000000006,119552.0,26.9,,5188.888888888888
2182,2019-10-06 22,22.76,0,25.5,,0.0
2183,2019-10-06 23,22.34,0,24.8,,0.0
2184,2019-10-07 00,21.74,0,24.3,,0.0
2185,2019-10-07 01,21.62,0,23.8,,0.0
2186,2019-10-07 02,21.64,0,23.4,,0.0
2187,2019-10-07 03,21.36,0,23.0,,0.0
2188,2019-10-07 04,21.4,0,22.9,,0.0
2189,2019-10-07 05,21.54,0,23.1,,0.0
2190,2019-10-07 06,20.74,0,23.0,,0.0
2191,2019-10-07 07,40.46,0,22.5,,0.0
2192,2019-10-07 08,56.2,0,22.2,,0.0
2193,2019-10-07 09,66.6,6589.0,21.8,,98.93393393393394
2194,2019-10-07 10,68.4,366997.0,23.8,,5365.453216374269
2195,2019-10-07 11,62.12,1252118.0,26.6,,20156.439150032198
2196,2019-10-07 12,56.58,2035035.0,27.8,,35967.391304347824
2197,2019-10-07 13,51.24,2684506.0,29.7,,52390.827478532396
2198,2019-10-07 14,50.16,3053807.0,30.7,,60881.31977671452
2199,2019-10-07 15,49.24,3465702.0,32.4,,70383.87489845653
2200,2019-10-07 16,43.82000000000001,3268654.0,32.8,,74592.74303970789
2201,2019-10-07 17,38.46,2780592.0,33.5,,72298.28393135725
2202,2019-10-07 18,36.4,892462.0,32.2,,24518.186813186814
2203,2019-10-07 19,33.66,590962.0,31.0,,17556.803327391564
2204,2019-10-07 20,31.42,239216.0,29.3,,7613.494589433481
2205,2019-10-07 21,27.56,206.58,28.7,,7.495645863570393
2206,2019-10-07 22,25.28,0,27.4,,0.0
2207,2019-10-07 23,24.88,0,26.8,,0.0
2208,2019-10-08 00,24.04,0,26.5,,0.0
2209,2019-10-08 01,23.700000000000006,0,26.4,,0.0
2210,2019-10-08 02,23.700000000000006,0,25.6,,0.0
2211,2019-10-08 03,22.66,0,25.4,,0.0
2212,2019-10-08 04,22.8,0,24.4,,0.0
2213,2019-10-08 05,23.2,0,22.7,,0.0
2214,2019-10-08 06,22.78,0,22.2,,0.0
2215,2019-10-08 07,36.62000000000001,0,21.6,,0.0
2216,2019-10-08 08,51.9,0,21.4,,0.0
2217,2019-10-08 09,57.4,4617.0,21.3,,80.43554006968641
2218,2019-10-08 10,56.38,112.65,21.8,,1.9980489535296204
2219,2019-10-08 11,42.88,251175.0,21.7,,5857.62593283582
2220,2019-10-08 12,36.32,1000026.0,23.0,,27533.75550660793
2221,2019-10-08 13,36.28,865691.0,24.0,,23861.38368246968
2222,2019-10-08 14,41.24,1436416.0,25.3,,34830.649854510186
2223,2019-10-08 15,41.5,2215.36,27.8,,53.3821686746988
2224,2019-10-08 16,37.32,861694.0,25.9,,23089.335476956054
2225,2019-10-08 17,32.88,694.27,25.3,,21.115267639902676
2226,2019-10-08 18,29.5,847491.0,25.7,,28728.508474576272
2227,2019-10-08 19,26.2,565.99,25.6,,21.602671755725193
2228,2019-10-08 20,22.6,397491.0,25.6,,17588.09734513274
2229,2019-10-08 21,21.14,121153.0,24.9,,5730.983916745506
2230,2019-10-08 22,19.6,0,25.1,,0.0
2231,2019-10-08 23,17.82,0,24.3,,0.0
2232,2019-10-09 00,17.3,0,23.6,,0.0
2233,2019-10-09 01,17.08,0,22.1,,0.0
2234,2019-10-09 02,16.9,0,21.4,,0.0
2235,2019-10-09 03,16.66,0,21.2,,0.0
2236,2019-10-09 04,16.419999999999998,0,21.0,,0.0
2237,2019-10-09 05,16.88,0,20.8,,0.0
2238,2019-10-09 06,16.44,0,21.0,,0.0
2239,2019-10-09 07,30.74,0,20.9,,0.0
2240,2019-10-09 08,43.64,0,20.6,,0.0
2241,2019-10-09 09,50.14,8888.0,20.7,,177.2636617471081
2242,2019-10-09 10,49.64,487104.0,22.1,,9812.73166800967
2243,2019-10-09 11,46.32000000000001,1345296.0,24.3,,29043.523316062172
2244,2019-10-09 12,39.64,1846519.0,26.7,,46582.21493440968
2245,2019-10-09 13,39.5,2762577.0,28.0,,69938.65822784811
2246,2019-10-09 14,42.96,3178609.0,29.8,,73989.96741154563
2247,2019-10-09 15,40.26,3045946.0,30.7,,75656.88027819176
2248,2019-10-09 16,37.34,2131104.0,31.6,,57072.9512587038
2249,2019-10-09 17,31.96,1699589.0,32.4,,53178.62953692115
2250,2019-10-09 18,33.099999999999994,1163018.0,31.8,,35136.49546827795
2251,2019-10-09 19,29.2,814201.0,33.5,,27883.59589041096
2252,2019-10-09 20,27.18,413198.0,29.4,,15202.281089036056
2253,2019-10-09 21,22.3,131434.0,27.1,,5893.90134529148
2254,2019-10-09 22,21.0,0,21.7,,0.0
2255,2019-10-09 23,19.78,0,21.6,,0.0
2256,2019-10-10 00,18.78,0,21.8,,0.0
2257,2019-10-10 01,18.82,0,21.9,,0.0
2258,2019-10-10 02,18.42,0,21.9,,0.0
2259,2019-10-10 03,18.32,0,21.9,,0.0
2260,2019-10-10 04,18.42,0,21.3,,0.0
2261,2019-10-10 05,18.86,0,21.4,,0.0
2262,2019-10-10 06,18.26,0,20.7,,0.0
2263,2019-10-10 07,30.700000000000006,0,20.8,,0.0
2264,2019-10-10 08,34.67999999999999,0,21.0,,0.0
2265,2019-10-10 09,40.040000000000006,4397.0,21.1,,109.8151848151848
2266,2019-10-10 10,42.66,152933.0,21.8,,3584.9273323956872
2267,2019-10-10 11,38.56,898503.0,23.5,,23301.426348547717
2268,2019-10-10 12,35.5,1534609.0,26.2,,43228.42253521127
2269,2019-10-10 13,34.36,2567736.0,28.3,,74730.38416763679
2270,2019-10-10 14,35.56,3265.04,31.2,,91.8177727784027
2271,2019-10-10 15,35.76,1654934.0,31.5,,46278.91498881432
2272,2019-10-10 16,32.8,1996993.0,31.7,,60883.93292682927
2273,2019-10-10 17,28.16,1910.58,31.8,,67.84730113636364
2274,2019-10-10 18,30.24,583432.0,29.9,,19293.386243386245
2275,2019-10-10 19,27.12,216537.0,26.1,,7984.402654867256
2276,2019-10-10 20,26.54,99191.0,26.0,,3737.415222305953
2277,2019-10-10 21,25.62,71187.0,25.9,,2778.5714285714284
2278,2019-10-10 22,23.84,0,24.7,,0.0
2279,2019-10-10 23,22.520000000000003,0,24.5,,0.0
2280,2019-10-11 00,21.92,0,24.1,,0.0
2281,2019-10-11 01,21.12,0,23.9,,0.0
2282,2019-10-11 02,21.76,0,22.3,,0.0
2283,2019-10-11 03,20.94,0,22.3,,0.0
2284,2019-10-11 04,20.7,0,22.4,,0.0
2285,2019-10-11 05,21.52,0,22.7,,0.0
2286,2019-10-11 06,19.08,0,22.4,,0.0
2287,2019-10-11 07,25.26,0,22.2,,0.0
2288,2019-10-11 08,32.04,0,22.1,,0.0
2289,2019-10-11 09,36.6,17511.0,21.7,,478.44262295081967
2290,2019-10-11 10,38.58000000000001,276281.0,23.0,,7161.249351995851
2291,2019-10-11 11,40.76,666294.0,24.7,,16346.76153091266
2292,2019-10-11 12,46.0,892747.0,26.0,,19407.543478260868
2293,2019-10-11 13,41.12,876822.0,26.6,,21323.492217898834
2294,2019-10-11 14,43.02,1111261.0,27.0,,25831.264528126452
2295,2019-10-11 15,42.22,2151552.0,27.7,,50960.49265750829
2296,2019-10-11 16,36.52,1614117.0,28.6,,44198.165388828034
2297,2019-10-11 17,31.0,1914212.0,30.7,,61748.77419354839
2298,2019-10-11 18,27.5,1874688.0,29.2,,68170.47272727273
2299,2019-10-11 19,24.18,701417.0,28.1,,29008.147229114973
2300,2019-10-11 20,23.92,288922.0,27.3,,12078.678929765885
2301,2019-10-11 21,23.24,149347.0,26.6,,6426.290877796902
2302,2019-10-11 22,22.72,0,25.9,,0.0
2303,2019-10-11 23,22.4,0,25.1,,0.0
2304,2019-10-12 00,21.7,0,24.5,,0.0
2305,2019-10-12 01,21.300000000000004,0,23.9,,0.0
2306,2019-10-12 02,21.28,0,23.8,,0.0
2307,2019-10-12 03,20.96,0,23.3,,0.0
2308,2019-10-12 04,21.24,0,23.0,,0.0
2309,2019-10-12 05,21.26,0,22.5,,0.0
2310,2019-10-12 06,19.62,0,22.2,,0.0
2311,2019-10-12 07,22.3,0,21.8,,0.0
2312,2019-10-12 08,25.88,0,21.1,,0.0
2313,2019-10-12 09,26.66,13693.0,21.4,,513.615903975994
2314,2019-10-12 10,26.74,157882.0,21.9,,5904.338070306657
2315,2019-10-12 11,26.94,378.37,22.8,,14.0449146250928
2316,2019-10-12 12,26.92,1260309.0,26.3,,46816.82763744428
2317,2019-10-12 13,21.72,992861.0,29.2,,45711.83241252302
2318,2019-10-12 14,21.26,2304942.0,31.6,,108416.83913452493
2319,2019-10-12 15,20.94,1995719.0,33.0,,95306.54250238778
2320,2019-10-12 16,20.26,1076187.0,32.9,,53118.80552813425
2321,2019-10-12 17,20.76,2883667.0,33.6,,138904.9614643545
2322,2019-10-12 18,21.0,1026151.0,32.8,,48864.333333333336
2323,2019-10-12 19,21.9,604379.0,32.9,,27597.214611872147
2324,2019-10-12 20,21.82,517176.0,30.8,,23701.9248395967
2325,2019-10-12 21,21.4,106082.0,28.9,,4957.1028037383185
2326,2019-10-12 22,21.48,0,27.9,,0.0
2327,2019-10-12 23,21.4,0,26.6,,0.0
2328,2019-10-13 00,20.86,0,24.8,,0.0
2329,2019-10-13 01,20.7,0,23.9,,0.0
2330,2019-10-13 02,20.56,0,23.4,,0.0
2331,2019-10-13 03,20.36,0,21.7,,0.0
2332,2019-10-13 04,20.34,0,21.1,,0.0
2333,2019-10-13 05,20.9,0,20.2,,0.0
2334,2019-10-13 06,19.8,0,19.4,,0.0
2335,2019-10-13 07,19.96,0,18.3,,0.0
2336,2019-10-13 08,20.08,0,18.3,,0.0
2337,2019-10-13 09,20.48,14853.0,18.3,,725.244140625
2338,2019-10-13 10,20.92,498902.0,20.6,,23848.087954110895
2339,2019-10-13 11,21.36,1435064.0,24.6,,67184.64419475656
2340,2019-10-13 12,21.96,2162244.0,29.1,,98462.84153005465
2341,2019-10-13 13,23.22,2910118.0,33.4,,125328.07924203273
2342,2019-10-13 14,23.3,2895.24,33.4,,124.25922746781114
2343,2019-10-13 15,24.360000000000007,3001765.0,35.3,,123225.16420361244
2344,2019-10-13 16,25.74,3423909.0,35.8,,133018.99766899768
2345,2019-10-13 17,23.6,3097293.0,35.1,,131241.2288135593
2346,2019-10-13 18,23.02,2279934.0,36.0,,99041.44222415291
2347,2019-10-13 19,23.480000000000004,1965232.0,35.4,,83698.12606473593
2348,2019-10-13 20,22.62,897404.0,34.7,,39673.032714412024
2349,2019-10-13 21,22.64,195878.0,31.7,,8651.855123674912
2350,2019-10-13 22,22.26,0,29.3,,0.0
2351,2019-10-13 23,22.32,0,26.2,,0.0
2352,2019-10-14 00,21.96,0,25.7,,0.0
2353,2019-10-14 01,21.74,0,24.9,,0.0
2354,2019-10-14 02,21.380000000000006,0,24.2,,0.0
2355,2019-10-14 03,21.08,0,22.3,,0.0
2356,2019-10-14 04,20.82,0,20.5,,0.0
2357,2019-10-14 05,21.06,0,21.6,,0.0
2358,2019-10-14 06,20.56,0,20.0,,0.0
2359,2019-10-14 07,42.98,0,19.2,,0.0
2360,2019-10-14 08,58.56,0,18.1,,0.0
2361,2019-10-14 09,58.82,9617.0,17.8,,163.4988099285957
2362,2019-10-14 10,59.8,498536.0,20.9,,8336.722408026757
2363,2019-10-14 11,59.12000000000001,1416505.0,26.0,,23959.827469553446
2364,2019-10-14 12,47.94000000000001,2210598.0,28.2,,46111.76470588234
2365,2019-10-14 13,45.90000000000001,2854571.0,31.5,,62191.08932461872
2366,2019-10-14 14,49.76000000000001,3322375.0,32.9,,66767.98633440513
2367,2019-10-14 15,48.90000000000001,3571039.0,35.4,,73027.38241308792
2368,2019-10-14 16,47.86,3037116.0,34.0,,63458.33681571249
2369,2019-10-14 17,43.86,3213.82,35.9,,73.27450980392157
2370,2019-10-14 18,37.4,1487734.0,33.9,,39778.98395721925
2371,2019-10-14 19,32.08,1631092.0,34.4,,50844.513715710724
2372,2019-10-14 20,28.78,823905.0,33.8,,28627.692842251563
2373,2019-10-14 21,25.22,130.64,31.6,,5.180015860428231
2374,2019-10-14 22,23.28,0,29.0,,0.0
2375,2019-10-14 23,22.56,0,27.8,,0.0
2376,2019-10-15 00,22.24,0,26.0,,0.0
2377,2019-10-15 01,21.92,0,25.1,,0.0
2378,2019-10-15 02,21.820000000000004,0,22.6,,0.0
2379,2019-10-15 03,21.4,0,21.1,,0.0
2380,2019-10-15 04,21.02,0,20.2,,0.0
2381,2019-10-15 05,21.36,0,19.9,,0.0
2382,2019-10-15 06,21.26,0,18.3,,0.0
2383,2019-10-15 07,37.8,0,18.3,,0.0
2384,2019-10-15 08,50.84,0,17.8,,0.0
2385,2019-10-15 09,56.46,16756.0,18.2,,296.77647892313144
2386,2019-10-15 10,62.040000000000006,510039.0,21.6,,8221.13152804642
2387,2019-10-15 11,62.86,1420575.0,26.0,,22599.02958956411
2388,2019-10-15 12,51.02,2222557.0,28.8,,43562.465699725595
2389,2019-10-15 13,55.26,2854424.0,33.1,,51654.433586681145
2390,2019-10-15 14,57.7,3349571.0,35.3,,58051.490467937605
2391,2019-10-15 15,50.38,3512.65,35.9,,69.72310440651052
2392,2019-10-15 16,44.74,3550759.0,35.7,,79364.30487259722
2393,2019-10-15 17,38.78,3180169.0,36.1,,82005.38937596699
2394,2019-10-15 18,37.66,2642158.0,36.5,,70158.20499203399
2395,2019-10-15 19,35.42,1967831.0,36.8,,55557.05815923207
2396,2019-10-15 20,30.14,815107.0,34.2,,27044.027869940277
2397,2019-10-15 21,28.86,134303.0,32.6,,4653.603603603604
2398,2019-10-15 22,27.52,0,30.6,,0.0
2399,2019-10-15 23,26.4,0,28.1,,0.0
2400,2019-10-16 00,26.66,0,26.8,,0.0
2401,2019-10-16 01,26.16,0,26.6,,0.0
2402,2019-10-16 02,26.12,0,25.1,,0.0
2403,2019-10-16 03,25.64,0,23.9,,0.0
2404,2019-10-16 04,25.46,0,22.5,,0.0
2405,2019-10-16 05,25.26,0,21.5,,0.0
2406,2019-10-16 06,24.98,0,20.6,,0.0
2407,2019-10-16 07,39.58,0,21.0,,0.0
2408,2019-10-16 08,47.74,0,19.4,,0.0
2409,2019-10-16 09,52.76,17758.0,20.5,,336.5807429871115
2410,2019-10-16 10,49.0,507549.0,23.1,,10358.142857142857
2411,2019-10-16 11,53.98,1393208.0,26.4,,25809.70729899963
2412,2019-10-16 12,47.58,2179156.0,32.7,,45799.83186212694
2413,2019-10-16 13,48.040000000000006,2820808.0,34.9,,58717.90174854287
2414,2019-10-16 14,55.36,3284435.0,35.2,,59328.66690751445
2415,2019-10-16 15,51.58,3343712.0,36.4,,64825.74641333851
2416,2019-10-16 16,45.2,3676134.0,36.5,,81330.3982300885
2417,2019-10-16 17,38.28,2338955.0,36.8,,61101.227795193314
2418,2019-10-16 18,33.54,2126798.0,37.8,,63410.793082886106
2419,2019-10-16 19,30.86,1525351.0,35.9,,49428.09462086844
2420,2019-10-16 20,28.36,834414.0,34.7,,29422.214386459804
2421,2019-10-16 21,24.48,72206.0,33.4,,2949.5915032679736
2422,2019-10-16 22,22.94,0,30.8,,0.0
2423,2019-10-16 23,21.76,0,29.0,,0.0
2424,2019-10-17 00,21.7,0,28.2,,0.0
2425,2019-10-17 01,20.98,0,27.7,,0.0
2426,2019-10-17 02,21.08,0,26.3,,0.0
2427,2019-10-17 03,20.66,0,24.7,,0.0
2428,2019-10-17 04,20.34,0,24.2,,0.0
2429,2019-10-17 05,20.94,0,24.5,,0.0
2430,2019-10-17 06,19.74,0,22.4,,0.0
2431,2019-10-17 07,38.32,0,22.1,,0.0
2432,2019-10-17 08,52.52,0,21.6,,0.0
2433,2019-10-17 09,56.28,22373.0,22.5,,397.5302061122957
2434,2019-10-17 10,60.86,431304.0,27.3,,7086.822214919487
2435,2019-10-17 11,60.12,1330218.0,29.7,,22126.04790419162
2436,2019-10-17 12,50.6,2111477.0,31.3,,41728.79446640316
2437,2019-10-17 13,54.1,2743684.0,33.1,,50715.04621072089
2438,2019-10-17 14,58.06,3198953.0,33.8,,55097.36479503961
2439,2019-10-17 15,51.5,2748124.0,34.5,,53361.63106796116
2440,2019-10-17 16,49.88,3131471.0,34.9,,62780.09222133119
2441,2019-10-17 17,39.92,1922575.0,33.9,,48160.69639278557
2442,2019-10-17 18,33.84,574497.0,30.1,,16976.86170212766
2443,2019-10-17 19,23.96,379055.0,29.9,,15820.32554257095
2444,2019-10-17 20,20.54,468085.0,28.7,,22788.948393378774
2445,2019-10-17 21,19.24,23143.0,27.7,,1202.8586278586279
2446,2019-10-17 22,18.74,0,26.8,,0.0
2447,2019-10-17 23,18.12,0,25.6,,0.0
2448,2019-10-18 00,17.66,0,24.8,,0.0
2449,2019-10-18 01,16.82,0,23.5,,0.0
2450,2019-10-18 02,16.9,0,23.2,,0.0
2451,2019-10-18 03,16.16,0,22.2,,0.0
2452,2019-10-18 04,16.519999999999996,0,22.3,,0.0
2453,2019-10-18 05,16.34,0,21.2,,0.0
2454,2019-10-18 06,15.7,0,21.1,,0.0
2455,2019-10-18 07,33.16,0,20.8,,0.0
2456,2019-10-18 08,52.84,0,22.1,,0.0
2457,2019-10-18 09,58.22,21.25,21.8,,0.36499484713156993
2458,2019-10-18 10,63.08,498989.0,24.3,,7910.415345592898
2459,2019-10-18 11,63.18,1285643.0,26.5,,20348.89205444761
2460,2019-10-18 12,50.56,2118776.0,28.7,,41906.170886075946
2461,2019-10-18 13,49.76000000000001,2606736.0,30.5,,52386.1736334405
2462,2019-10-18 14,54.14,3224849.0,32.4,,59564.99815293683
2463,2019-10-18 15,48.16,2889431.0,34.2,,59996.49086378738
2464,2019-10-18 16,46.46,3442573.0,34.5,,74097.56780025829
2465,2019-10-18 17,35.44,2799.99,34.3,,79.00648984198645
2466,2019-10-18 18,29.4,2397354.0,35.3,,81542.6530612245
2467,2019-10-18 19,26.66,1028609.0,33.8,,38582.4831207802
2468,2019-10-18 20,22.6,309304.0,31.8,,13686.017699115044
2469,2019-10-18 21,22.26,75637.0,29.9,,3397.888589398023
2470,2019-10-18 22,21.08,0,29.2,,0.0
2471,2019-10-18 23,20.1,0,28.0,,0.0
2472,2019-10-19 00,19.64,0,26.7,,0.0
2473,2019-10-19 01,19.42,0,26.1,,0.0
2474,2019-10-19 02,19.32,0,25.2,,0.0
2475,2019-10-19 03,19.3,0,23.9,,0.0
2476,2019-10-19 04,19.22,0,22.6,,0.0
2477,2019-10-19 05,19.26,0,21.9,,0.0
2478,2019-10-19 06,18.0,0,21.0,,0.0
2479,2019-10-19 07,23.32,0,21.0,,0.0
2480,2019-10-19 08,30.4,0,19.8,,0.0
2481,2019-10-19 09,30.5,21127.0,20.4,,692.688524590164
2482,2019-10-19 10,31.62,528953.0,22.6,,16728.431372549017
2483,2019-10-19 11,30.62,1394816.0,26.4,,45552.44937949053
2484,2019-10-19 12,29.9,2177406.0,29.3,,72822.9431438127
2485,2019-10-19 13,29.02,2819371.0,32.0,,97152.6878015162
2486,2019-10-19 14,29.56,3272075.0,34.4,,110692.65899864683
2487,2019-10-19 15,25.5,3471128.0,34.8,,136122.66666666666
2488,2019-10-19 16,23.64,3344432.0,35.6,,141473.43485617597
2489,2019-10-19 17,16.5,2994909.0,37.1,,181509.63636363635
2490,2019-10-19 18,16.580000000000002,1754223.0,35.8,,105803.55850422195
2491,2019-10-19 19,15.8,1861426.0,36.5,,117811.77215189872
2492,2019-10-19 20,14.48,788105.0,34.3,,54427.140883977896
2493,2019-10-19 21,14.16,115611.0,32.5,,8164.618644067797
2494,2019-10-19 22,14.38,0,31.3,,0.0
2495,2019-10-19 23,14.24,0,30.6,,0.0
2496,2019-10-20 00,13.78,0,30.1,,0.0
2497,2019-10-20 01,13.72,0,29.4,,0.0
2498,2019-10-20 02,13.52,0,28.5,,0.0
2499,2019-10-20 03,13.28,0,27.9,,0.0
2500,2019-10-20 04,13.4,0,26.9,,0.0
2501,2019-10-20 05,13.36,0,26.2,,0.0
2502,2019-10-20 06,11.72,0,25.7,,0.0
2503,2019-10-20 07,12.420000000000002,0,23.5,,0.0
2504,2019-10-20 08,12.9,0,24.6,,0.0
2505,2019-10-20 09,12.46,19295.0,24.5,,1548.5553772070625
2506,2019-10-20 10,13.04,322742.0,25.3,,24750.15337423313
2507,2019-10-20 11,14.64,1281864.0,28.3,,87559.01639344262
2508,2019-10-20 12,15.02,1975424.0,31.0,,131519.57390146473
2509,2019-10-20 13,15.86,2560.37,33.7,,161.4356872635561
2510,2019-10-20 14,15.0,3009197.0,34.8,,200613.13333333333
2511,2019-10-20 15,15.06,3274302.0,35.6,,217417.13147410357
2512,2019-10-20 16,15.04,2120307.0,35.3,,140977.8590425532
2513,2019-10-20 17,15.56,1521593.0,35.8,,97788.7532133676
2514,2019-10-20 18,14.5,1965453.0,37.0,,135548.4827586207
2515,2019-10-20 19,14.72,1481.56,35.8,,100.64945652173913
2516,2019-10-20 20,14.56,243125.0,33.8,,16698.145604395602
2517,2019-10-20 21,14.7,38408.0,32.8,,2612.789115646259
2518,2019-10-20 22,14.46,0,31.8,,0.0
2519,2019-10-20 23,14.58,0,30.7,,0.0
2520,2019-10-21 00,14.46,0,29.3,,0.0
2521,2019-10-21 01,14.12,0,28.5,,0.0
2522,2019-10-21 02,13.8,0,27.7,,0.0
2523,2019-10-21 03,13.2,0,26.1,,0.0
2524,2019-10-21 04,13.08,0,25.2,,0.0
2525,2019-10-21 05,13.2,0,23.7,,0.0
2526,2019-10-21 06,13.24,0,23.0,,0.0
2527,2019-10-21 07,34.14,0,23.0,,0.0
2528,2019-10-21 08,49.8,0,22.3,,0.0
2529,2019-10-21 09,56.68,27205.0,22.3,,479.9752999294284
2530,2019-10-21 10,59.00000000000001,269327.0,23.1,,4564.86440677966
2531,2019-10-21 11,58.4,744461.0,24.9,,12747.619863013699
2532,2019-10-21 12,52.56,1245276.0,25.9,,23692.465753424658
2533,2019-10-21 13,51.1,860.96,26.3,,16.84853228962818
2534,2019-10-21 14,54.34,908.38,26.3,,16.7165991902834
2535,2019-10-21 15,52.96,1310212.0,27.6,,24739.65256797583
2536,2019-10-21 16,51.74,2084.85,30.1,,40.29474294549671
2537,2019-10-21 17,41.82,2255495.0,31.5,,53933.40506934481
2538,2019-10-21 18,38.66,2061026.0,32.1,,53311.588204862914
2539,2019-10-21 19,34.18,1736.63,31.8,,50.808367466354596
2540,2019-10-21 20,29.12,603607.0,30.9,,20728.26236263736
2541,2019-10-21 21,24.94,127.3,29.1,,5.104250200481155
2542,2019-10-21 22,23.84,0,28.1,,0.0
2543,2019-10-21 23,22.86,0,26.6,,0.0
2544,2019-10-22 00,22.26,0,25.8,,0.0
2545,2019-10-22 01,21.64,0,23.6,,0.0
2546,2019-10-22 02,21.74,0,22.3,,0.0
2547,2019-10-22 03,21.84,0,21.4,,0.0
2548,2019-10-22 04,21.36,0,20.2,,0.0
2549,2019-10-22 05,21.98,0,19.9,,0.0
2550,2019-10-22 06,21.42,0,19.7,,0.0
2551,2019-10-22 07,40.3,0,19.6,,0.0
2552,2019-10-22 08,57.64,0,19.6,,0.0
2553,2019-10-22 09,61.14,43232.0,19.6,,707.0984625449787
2554,2019-10-22 10,58.34,282347.0,20.7,,4839.681179293795
2555,2019-10-22 11,55.18000000000001,693459.0,22.2,,12567.21638274737
2556,2019-10-22 12,48.58000000000001,1911335.0,25.1,,39344.07163441744
2557,2019-10-22 13,47.5,2839.9,27.8,,59.78736842105263
2558,2019-10-22 14,51.6,2138265.0,29.2,,41439.24418604651
2559,2019-10-22 15,51.62,1809753.0,28.2,,35059.143742735374
2560,2019-10-22 16,50.5,1858331.0,29.0,,36798.63366336634
2561,2019-10-22 17,44.56,2987.93,29.5,,67.0540843806104
2562,2019-10-22 18,42.96,2112415.0,29.9,,49171.671322160146
2563,2019-10-22 19,43.26,1392143.0,29.1,,32180.836800739715
2564,2019-10-22 20,36.32,501149.0,28.3,,13798.155286343612
