,DATA,POTENCIA,RADIACAO,TEMPERATURA,P/R,R/P
5577,2020-02-25 09,18.2,0,20.8,,0.0
5578,2020-02-25 10,19.54,94193.0,21.3,,4820.522006141249
5579,2020-02-25 11,20.22,434254.0,22.4,,21476.458951533135
5580,2020-02-25 12,20.02,1459235.0,25.8,,72888.86113886115
5581,2020-02-25 13,20.16,2355452.0,28.3,,116837.89682539682
5582,2020-02-25 14,18.74,3256.14,30.3,,173.75346851654217
5583,2020-02-25 15,18.38,3450.83,30.4,,187.74918389553864
5584,2020-02-25 16,18.94,2771607.0,30.7,,146336.166842661
5585,2020-02-25 17,19.64,1431284.0,29.3,,72875.96741344195
5586,2020-02-25 18,19.28,1788865.0,31.6,,92783.45435684647
5587,2020-02-25 19,19.12,2123809.0,31.5,,111077.87656903765
5588,2020-02-25 20,19.06,1317721.0,30.7,,69135.41448058763
5589,2020-02-25 21,17.9,225957.0,28.4,,12623.296089385476
5590,2020-02-25 22,17.54,15245.0,27.4,,869.1562143671608
5591,2020-02-25 23,17.36,0,25.9,,0.0
5592,2020-02-26 00,17.12,0,25.0,,0.0
5593,2020-02-26 01,17.46,0,24.4,,0.0
5594,2020-02-26 02,17.08,0,24.1,,0.0
5595,2020-02-26 03,17.1,0,23.8,,0.0
5596,2020-02-26 04,16.560000000000002,0,23.1,,0.0
5597,2020-02-26 05,16.419999999999998,0,22.7,,0.0
5598,2020-02-26 06,17.319999999999997,0,22.7,,0.0
5599,2020-02-26 07,20.56,0,22.9,,0.0
5600,2020-02-26 08,20.200000000000006,0,23.0,,0.0
5601,2020-02-26 09,23.26,0,22.6,,0.0
5602,2020-02-26 10,25.56,50644.0,22.0,,1981.377151799687
5603,2020-02-26 11,25.9,498431.0,23.4,,19244.440154440155
5604,2020-02-26 12,25.1,1328307.0,25.6,,52920.59760956175
5605,2020-02-26 13,27.98,1995174.0,27.0,,71307.1479628306
5606,2020-02-26 14,31.6,2048768.0,28.6,,64834.43037974683
5607,2020-02-26 15,33.44,3524118.0,29.3,,105386.30382775121
5608,2020-02-26 16,30.44,3385951.0,30.0,,111233.6070959264
5609,2020-02-26 17,25.9,2756367.0,30.4,,106423.4362934363
5610,2020-02-26 18,21.62,2889529.0,30.4,,133650.74005550417
5611,2020-02-26 19,19.4,619135.0,23.4,,31914.17525773196
5612,2020-02-26 20,18.040000000000006,837776.0,24.1,,46439.91130820398
5613,2020-02-26 21,17.0,102436.0,23.9,,6025.64705882353
5614,2020-02-26 22,16.94,2521.0,23.6,,148.8193624557261
5615,2020-02-26 23,16.439999999999998,0,22.8,,0.0
5616,2020-02-27 00,16.1,0,22.1,,0.0
5617,2020-02-27 01,16.18,0,22.2,,0.0
5618,2020-02-27 02,15.920000000000002,0,21.8,,0.0
5619,2020-02-27 03,15.86,0,21.3,,0.0
5620,2020-02-27 04,16.740000000000002,0,21.3,,0.0
5621,2020-02-27 05,15.56,0,20.9,,0.0
5622,2020-02-27 06,16.12,0,20.7,,0.0
5623,2020-02-27 07,28.38,0,20.8,,0.0
5624,2020-02-27 08,39.86,0,20.5,,0.0
5625,2020-02-27 09,48.81999999999999,0,20.5,,0.0
5626,2020-02-27 10,48.76,158686.0,21.3,,3254.4298605414274
5627,2020-02-27 11,48.74000000000001,942667.0,24.5,,19340.726302831346
5628,2020-02-27 12,43.44000000000001,2009301.0,27.1,,46254.62707182319
5629,2020-02-27 13,39.12000000000001,2306557.0,27.9,,58961.06850715745
5630,2020-02-27 14,39.02,1985719.0,28.6,,50889.77447462839
5631,2020-02-27 15,39.18,1919695.0,23.7,,48996.80959673303
5632,2020-02-27 16,37.84,306663.0,22.6,,8104.201902748414
5633,2020-02-27 17,27.3,378.04,22.7,,13.847619047619048
5634,2020-02-27 18,23.24,345674.0,23.6,,14874.09638554217
5635,2020-02-27 19,21.12,879087.0,25.4,,41623.4375
5636,2020-02-27 20,20.24,659.6,25.7,,32.58893280632412
5637,2020-02-27 21,19.96,213488.0,24.5,,10695.791583166332
5638,2020-02-27 22,18.98,2283.0,24.4,,120.2845100105374
5639,2020-02-27 23,15.2,0,22.6,,0.0
5640,2020-02-28 00,15.28,0,21.3,,0.0
5641,2020-02-28 01,15.06,0,21.3,,0.0
5642,2020-02-28 02,14.8,0,21.0,,0.0
5643,2020-02-28 03,14.580000000000002,0,21.1,,0.0
5644,2020-02-28 04,13.88,0,20.9,,0.0
5645,2020-02-28 05,14.12,0,20.8,,0.0
5646,2020-02-28 06,16.560000000000002,0,20.9,,0.0
5647,2020-02-28 07,26.42,0,21.0,,0.0
5648,2020-02-28 08,36.34,0,21.1,,0.0
5649,2020-02-28 09,44.76000000000001,0,21.3,,0.0
5650,2020-02-28 10,48.22,77264.0,21.6,,1602.32268768146
5651,2020-02-28 11,47.1,290636.0,22.5,,6170.615711252653
5652,2020-02-28 12,42.8,1284007.0,25.9,,30000.16355140187
5653,2020-02-28 13,41.6,2264733.0,27.7,,54440.69711538462
5654,2020-02-28 14,42.56,2399412.0,27.4,,56377.161654135336
5655,2020-02-28 15,38.1,2701797.0,28.7,,70913.30708661416
5656,2020-02-28 16,34.440000000000005,1323.32,26.2,,38.4239256678281
5657,2020-02-28 17,25.66,514054.0,24.2,,20033.28137178488
5658,2020-02-28 18,18.76,119158.0,23.1,,6351.705756929637
5659,2020-02-28 19,19.0,111554.0,21.6,,5871.263157894737
5660,2020-02-28 20,17.279999999999998,129776.0,21.8,,7510.185185185186
5661,2020-02-28 21,16.259999999999998,82212.0,21.8,,5056.08856088561
5662,2020-02-28 22,15.62,4022.0,21.9,,257.49039692701666
5663,2020-02-28 23,15.34,0,21.5,,0.0
5664,2020-02-29 00,14.96,0,21.5,,0.0
5665,2020-02-29 01,14.88,0,21.7,,0.0
5666,2020-02-29 02,14.84,0,21.4,,0.0
5667,2020-02-29 03,15.64,0,21.3,,0.0
5668,2020-02-29 04,15.7,0,21.3,,0.0
5669,2020-02-29 05,14.7,0,21.4,,0.0
5670,2020-02-29 06,16.240000000000002,0,21.3,,0.0
5671,2020-02-29 07,20.700000000000006,0,21.3,,0.0
5672,2020-02-29 08,25.58,0,21.6,,0.0
5673,2020-02-29 09,23.58,0,21.4,,0.0
5674,2020-02-29 10,18.82,11738.0,21.4,,623.6981934112646
5675,2020-02-29 11,18.56,83.01,21.1,,4.472521551724139
5676,2020-02-29 12,22.64,289059.0,21.3,,12767.62367491166
5677,2020-02-29 13,25.12,561709.0,22.2,,22361.027070063694
5678,2020-02-29 14,24.9,1046038.0,23.2,,42009.558232931726
5679,2020-02-29 15,23.2,960095.0,24.1,,41383.4051724138
5680,2020-02-29 16,18.6,1779006.0,26.0,,95645.48387096773
5681,2020-02-29 17,19.12,1350357.0,26.5,,70625.3661087866
5682,2020-02-29 18,18.7,1775473.0,26.2,,94945.08021390374
5683,2020-02-29 19,19.12,823733.0,23.7,,43082.26987447699
5684,2020-02-29 20,17.32,815.68,24.5,,47.094688221709006
5685,2020-02-29 21,16.18,190602.0,22.0,,11780.09888751545
5686,2020-02-29 22,14.98,9497.0,21.7,,633.9786381842456
5687,2020-02-29 23,14.64,0,21.6,,0.0
5688,2020-03-01 00,14.0,0,21.3,,0.0
5689,2020-03-01 01,13.42,0,21.3,,0.0
5690,2020-03-01 02,13.48,0,21.2,,0.0
5691,2020-03-01 03,13.24,0,21.3,,0.0
5692,2020-03-01 04,13.44,0,21.1,,0.0
5693,2020-03-01 05,13.54,0,21.0,,0.0
5694,2020-03-01 06,13.42,0,20.9,,0.0
5695,2020-03-01 07,14.66,0,20.8,,0.0
5696,2020-03-01 08,15.54,0,20.5,,0.0
5697,2020-03-01 09,16.700000000000006,0,20.2,,0.0
5698,2020-03-01 10,17.36,109443.0,20.8,,6304.320276497696
5699,2020-03-01 11,17.32,804546.0,22.9,,46451.847575057735
5700,2020-03-01 12,17.0,1767651.0,25.6,,103979.4705882353
5701,2020-03-01 13,17.4,1801411.0,26.5,,103529.36781609197
5702,2020-03-01 14,16.299999999999994,1320.25,26.4,,80.99693251533745
5703,2020-03-01 15,17.3,1733079.0,28.0,,100177.97687861271
5704,2020-03-01 16,16.939999999999998,3188648.0,29.5,,188231.8772136954
5705,2020-03-01 17,16.519999999999996,1455874.0,25.6,,88127.96610169494
5706,2020-03-01 18,15.08,1228.4,25.6,,81.45888594164457
5707,2020-03-01 19,16.5,1298857.0,24.2,,78718.60606060606
5708,2020-03-01 20,16.3,841.72,24.1,,51.63926380368098
5709,2020-03-01 21,15.16,313199.0,24.9,,20659.564643799473
5710,2020-03-01 22,15.46,8574.0,23.6,,554.5924967658473
5711,2020-03-01 23,14.78,0,23.2,,0.0
5712,2020-03-02 00,14.46,0,22.9,,0.0
5713,2020-03-02 01,14.3,0,22.7,,0.0
5714,2020-03-02 02,14.28,0,22.0,,0.0
5715,2020-03-02 03,14.18,0,22.0,,0.0
5716,2020-03-02 04,15.18,0,22.2,,0.0
5717,2020-03-02 05,14.079999999999998,0,21.9,,0.0
5718,2020-03-02 06,15.18,0,21.9,,0.0
5719,2020-03-02 07,33.02,0,22.0,,0.0
5720,2020-03-02 08,54.56,0,21.7,,0.0
5721,2020-03-02 09,51.86,0,21.6,,0.0
5722,2020-03-02 10,49.52,33444.0,21.2,,675.3634894991922
5723,2020-03-02 11,48.18000000000001,291107.0,22.1,,6042.071398920713
5724,2020-03-02 12,44.10000000000001,367232.0,20.8,,8327.256235827663
5725,2020-03-02 13,38.64,1325596.0,22.3,,34306.31469979296
5726,2020-03-02 14,47.12000000000001,483493.0,21.7,,10260.887096774191
5727,2020-03-02 15,48.82,1677881.0,23.5,,34368.721835313394
5728,2020-03-02 16,54.36000000000001,2560662.0,25.4,,47105.629139072844
5729,2020-03-02 17,41.78,2758461.0,27.2,,66023.48013403542
5730,2020-03-02 18,27.34,2430988.0,27.3,,88916.89831748354
5731,2020-03-02 19,23.96,1500034.0,26.8,,62605.75959933222
5732,2020-03-02 20,21.74,1468065.0,26.6,,67528.28886844526
5733,2020-03-02 21,20.04,207363.0,24.6,,10347.45508982036
5734,2020-03-02 22,18.82,6756.0,21.9,,358.97980871413387
5735,2020-03-02 23,16.939999999999998,0,21.9,,0.0
5736,2020-03-03 00,15.739999999999998,0,21.9,,0.0
5737,2020-03-03 01,15.76,0,21.6,,0.0
5738,2020-03-03 02,15.96,0,21.3,,0.0
5739,2020-03-03 03,15.44,0,21.1,,0.0
5740,2020-03-03 04,15.5,0,20.7,,0.0
5741,2020-03-03 05,15.66,0,19.9,,0.0
5742,2020-03-03 06,16.36,0,20.4,,0.0
5743,2020-03-03 07,29.96,0,20.2,,0.0
5744,2020-03-03 08,45.66,0,20.5,,0.0
5745,2020-03-03 09,40.52,219.0,20.7,,5.404738400789733
5746,2020-03-03 10,43.02,77847.0,20.9,,1809.5536959553694
5747,2020-03-03 11,38.64,720261.0,23.0,,18640.2950310559
5748,2020-03-03 12,37.52,735919.0,24.0,,19614.04584221748
5749,2020-03-03 13,38.66,2299044.0,26.9,,59468.28763579928
5750,2020-03-03 14,44.26,2691769.0,27.5,,60817.19385449616
5751,2020-03-03 15,39.96,3581105.0,29.2,,89617.24224224224
5752,2020-03-03 16,39.74,1714.38,28.4,,43.139909411172624
5753,2020-03-03 17,35.28,1660813.0,28.5,,47075.19841269841
5754,2020-03-03 18,27.02,497.43,22.4,,18.409696521095487
5755,2020-03-03 19,23.480000000000004,1055184.0,25.2,,44939.69335604769
5756,2020-03-03 20,20.42,1484721.0,27.4,,72709.15768854064
5757,2020-03-03 21,18.32,339151.0,23.4,,18512.609170305677
5758,2020-03-03 22,17.44,14356.0,21.6,,823.1651376146789
5759,2020-03-03 23,16.619999999999994,0,21.5,,0.0
5760,2020-03-04 00,16.32,0,21.1,,0.0
5761,2020-03-04 01,16.12,0,20.8,,0.0
5762,2020-03-04 02,16.16,0,20.4,,0.0
5763,2020-03-04 03,16.1,0,20.2,,0.0
5764,2020-03-04 04,16.98,0,20.5,,0.0
5765,2020-03-04 05,15.8,0,20.4,,0.0
5766,2020-03-04 06,16.22,0,20.4,,0.0
5767,2020-03-04 07,30.04,0,19.7,,0.0
5768,2020-03-04 08,46.42,0,19.3,,0.0
5769,2020-03-04 09,44.22,0,19.3,,0.0
5770,2020-03-04 10,43.22,163347.0,20.6,,3779.4308190652478
5771,2020-03-04 11,43.36,338126.0,21.7,,7798.108856088561
5772,2020-03-04 12,41.28,1234567.0,23.6,,29907.146317829458
5773,2020-03-04 13,38.72,2001956.0,25.9,,51703.409090909096
5774,2020-03-04 14,44.12,2849229.0,27.5,,64579.07978241161
5775,2020-03-04 15,43.76,3111626.0,28.6,,71106.62705667276
5776,2020-03-04 16,39.82,1183.72,26.5,,29.72677046710196
5777,2020-03-04 17,31.74,1709065.0,27.9,,53845.778197857595
5778,2020-03-04 18,26.14,1902.26,28.1,,72.77199693955623
5779,2020-03-04 19,23.82,2016694.0,31.0,,84663.89588581024
5780,2020-03-04 20,21.72,665255.0,24.0,,30628.683241252304
5781,2020-03-04 21,19.08,320803.0,23.6,,16813.574423480084
5782,2020-03-04 22,17.34,3.94,22.4,,0.22722029988465975
5783,2020-03-04 23,17.4,0,22.1,,0.0
5784,2020-03-05 00,15.84,0,22.1,,0.0
5785,2020-03-05 01,15.62,0,22.3,,0.0
5786,2020-03-05 02,16.099999999999998,0,22.5,,0.0
5787,2020-03-05 03,15.38,0,20.6,,0.0
5788,2020-03-05 04,15.72,0,20.6,,0.0
5789,2020-03-05 05,15.64,0,20.2,,0.0
5790,2020-03-05 06,17.04,0,20.3,,0.0
5791,2020-03-05 07,29.14,0,20.2,,0.0
5792,2020-03-05 08,45.46,0,20.2,,0.0
5793,2020-03-05 09,50.7,0,20.4,,0.0
5794,2020-03-05 10,52.72,165429.0,20.7,,3137.8793626707134
5795,2020-03-05 11,45.98,500609.0,21.8,,10887.5380600261
5796,2020-03-05 12,41.46,1350891.0,24.4,,32582.995658465992
5797,2020-03-05 13,40.42,1965095.0,26.5,,48616.89757545769
5798,2020-03-05 14,42.2,1669303.0,26.7,,39556.943127962084
5799,2020-03-05 15,40.94,2867694.0,28.3,,70046.26282364436
5800,2020-03-05 16,39.8,2400.62,29.6,,60.31708542713568
5801,2020-03-05 17,34.08,2020572.0,29.2,,59289.08450704226
5802,2020-03-05 18,30.22,1847285.0,27.3,,61127.895433487756
5803,2020-03-05 19,25.4,415.39,25.1,,16.353937007874016
5804,2020-03-05 20,18.76,174284.0,23.7,,9290.191897654584
5805,2020-03-05 21,17.32,196921.0,23.3,,11369.572748267898
5806,2020-03-05 22,17.16,2693.0,22.9,,156.93473193473193
5807,2020-03-05 23,16.1,0,22.2,,0.0
5808,2020-03-06 00,15.38,0,21.1,,0.0
5809,2020-03-06 01,15.08,0,20.6,,0.0
5810,2020-03-06 02,15.22,0,20.9,,0.0
5811,2020-03-06 03,15.46,0,20.4,,0.0
5812,2020-03-06 04,15.5,0,20.4,,0.0
5813,2020-03-06 05,14.92,0,20.4,,0.0
5814,2020-03-06 06,16.2,0,20.4,,0.0
5815,2020-03-06 07,27.14,0,20.5,,0.0
5816,2020-03-06 08,44.7,0,20.6,,0.0
5817,2020-03-06 09,47.84,0,20.6,,0.0
5818,2020-03-06 10,51.81999999999999,174712.0,21.2,,3371.516788884601
5819,2020-03-06 11,45.3,587124.0,22.3,,12960.794701986755
5820,2020-03-06 12,39.78,1562016.0,24.5,,39266.36500754148
5821,2020-03-06 13,38.3,1643565.0,25.2,,42912.924281984335
5822,2020-03-06 14,39.5,940229.0,24.8,,23803.26582278481
5823,2020-03-06 15,38.68,480876.0,25.0,,12432.16132368149
5824,2020-03-06 16,39.26,1095.87,25.0,,27.913143148242483
5825,2020-03-06 17,29.14,1212461.0,24.8,,41608.13315030885
5826,2020-03-06 18,24.5,1236299.0,25.5,,50461.183673469386
5827,2020-03-06 19,20.42,1656809.0,25.4,,81136.5817825661
5828,2020-03-06 20,18.78,487985.0,24.7,,25984.291799787006
5829,2020-03-06 21,17.86,141.44,24.1,,7.919372900335946
5830,2020-03-06 22,17.18,0,23.2,,0.0
5831,2020-03-06 23,15.999999999999998,0,23.1,,0.0
5832,2020-03-07 00,15.679999999999998,0,22.4,,0.0
5833,2020-03-07 01,15.58,0,22.0,,0.0
5834,2020-03-07 02,15.28,0,22.1,,0.0
5835,2020-03-07 03,15.04,0,21.7,,0.0
5836,2020-03-07 04,14.58,0,21.2,,0.0
5837,2020-03-07 05,14.739999999999998,0,21.1,,0.0
5838,2020-03-07 06,16.04,0,20.7,,0.0
5839,2020-03-07 07,21.02,0,20.6,,0.0
5840,2020-03-07 08,28.6,0,20.2,,0.0
5841,2020-03-07 09,30.28,0,20.2,,0.0
5842,2020-03-07 10,29.5,99057.0,20.7,,3357.864406779661
5843,2020-03-07 11,29.0,408727.0,21.7,,14094.034482758621
5844,2020-03-07 12,28.42,639857.0,23.1,,22514.320900774102
5845,2020-03-07 13,30.06,2148159.0,25.9,,71462.375249501
5846,2020-03-07 14,32.44,2241028.0,27.3,,69082.2441430333
5847,2020-03-07 15,30.86,2460502.0,27.0,,79731.10823071939
5848,2020-03-07 16,29.68,2679971.0,28.7,,90295.51886792453
5849,2020-03-07 17,26.14,1844538.0,27.9,,70563.81025248661
5850,2020-03-07 18,19.48,1764205.0,28.3,,90564.93839835729
5851,2020-03-07 19,19.04,1840225.0,29.1,,96650.47268907563
5852,2020-03-07 20,17.88,1044573.0,28.3,,58421.30872483222
5853,2020-03-07 21,17.36,289512.0,27.2,,16676.958525345624
5854,2020-03-07 22,16.619999999999994,7846.0,24.7,,472.08182912154047
5855,2020-03-07 23,16.3,0,23.8,,0.0
5856,2020-03-08 00,16.279999999999998,0,23.5,,0.0
5857,2020-03-08 01,16.0,0,23.1,,0.0
5858,2020-03-08 02,16.98,0,22.8,,0.0
5859,2020-03-08 03,16.36,0,22.3,,0.0
5860,2020-03-08 04,16.279999999999998,0,21.4,,0.0
5861,2020-03-08 05,15.54,0,20.9,,0.0
5862,2020-03-08 06,15.9,0,20.5,,0.0
5863,2020-03-08 07,15.939999999999998,0,20.2,,0.0
5864,2020-03-08 08,24.58,0,19.8,,0.0
5865,2020-03-08 09,26.4,0,19.7,,0.0
5866,2020-03-08 10,27.36,155086.0,22.5,,5668.347953216375
5867,2020-03-08 11,27.32,1053596.0,25.0,,38565.00732064422
5868,2020-03-08 12,27.24,1910029.0,26.4,,70118.5389133627
5869,2020-03-08 13,26.5,2649618.0,28.4,,99985.58490566038
5870,2020-03-08 14,26.32,2745.76,28.0,,104.32218844984803
5871,2020-03-08 15,25.24,3006587.0,30.0,,119119.92868462758
5872,2020-03-08 16,25.34,2501346.0,29.1,,98711.36543014996
5873,2020-03-08 17,26.08,1330014.0,30.2,,50997.469325153375
5874,2020-03-08 18,23.4,1075067.0,28.2,,45943.03418803419
5875,2020-03-08 19,21.82,1464662.0,29.8,,67124.74793767185
5876,2020-03-08 20,19.82,915074.0,29.1,,46169.22300706357
5877,2020-03-08 21,18.04,190131.0,28.1,,10539.41241685144
5878,2020-03-08 22,17.72,5854.0,25.2,,330.36117381489845
5879,2020-03-08 23,17.4,0,24.9,,0.0
5880,2020-03-09 00,17.12,0,23.7,,0.0
5881,2020-03-09 01,17.04,0,22.7,,0.0
5882,2020-03-09 02,16.759999999999998,0,22.5,,0.0
5883,2020-03-09 03,16.14,0,21.6,,0.0
5884,2020-03-09 04,16.2,0,20.8,,0.0
5885,2020-03-09 05,15.88,0,20.6,,0.0
5886,2020-03-09 06,18.1,0,20.4,,0.0
5887,2020-03-09 07,30.78,0,19.9,,0.0
5888,2020-03-09 08,45.78,0,19.6,,0.0
5889,2020-03-09 09,55.98,0,19.5,,0.0
5890,2020-03-09 10,59.44000000000001,160614.0,20.5,,2702.119784656796
5891,2020-03-09 11,57.12,905826.0,22.9,,15858.298319327732
5892,2020-03-09 12,50.4,1704043.0,25.7,,33810.37698412698
5893,2020-03-09 13,52.64,2168.12,27.4,,41.18768996960486
5894,2020-03-09 14,58.16,2946955.0,28.6,,50669.790233837695
5895,2020-03-09 15,44.12000000000001,2675015.0,29.3,,60630.43970988212
5896,2020-03-09 16,37.16,2840.02,30.7,,76.42680301399355
5897,2020-03-09 17,33.3,2536884.0,31.9,,76182.7027027027
5898,2020-03-09 18,31.96,1267727.0,30.2,,39666.05131414268
5899,2020-03-09 19,28.68,1068351.0,30.9,,37250.73221757322
5900,2020-03-09 20,24.78,910417.0,30.2,,36739.99192897498
5901,2020-03-09 21,20.26,228222.0,28.7,,11264.659427443237
5902,2020-03-09 22,19.28,12414.0,26.9,,643.8796680497925
5903,2020-03-09 23,18.7,0,25.9,,0.0
5904,2020-03-10 00,17.66,0,24.2,,0.0
5905,2020-03-10 01,17.48,0,23.1,,0.0
5906,2020-03-10 02,17.66,0,22.4,,0.0
5907,2020-03-10 03,18.6,0,21.2,,0.0
5908,2020-03-10 04,17.34,0,20.8,,0.0
5909,2020-03-10 05,16.78,0,21.1,,0.0
5910,2020-03-10 06,17.419999999999998,0,19.9,,0.0
5911,2020-03-10 07,31.14,0,19.6,,0.0
5912,2020-03-10 08,47.82000000000001,0,19.4,,0.0
5913,2020-03-10 09,55.3,0,19.1,,0.0
5914,2020-03-10 10,57.67999999999999,170024.0,20.5,,2947.711511789182
5915,2020-03-10 11,50.12,1016861.0,24.1,,20288.527533918597
5916,2020-03-10 12,44.26,1908715.0,27.9,,43125.05648441031
5917,2020-03-10 13,48.7,2354.04,27.8,,48.337577002053386
5918,2020-03-10 14,53.02,2207872.0,28.6,,41642.24820822331
5919,2020-03-10 15,52.12,1082622.0,29.1,,20771.71910974674
5920,2020-03-10 16,48.94000000000001,2012571.0,29.6,,41123.232529628105
5921,2020-03-10 17,34.660000000000004,2279348.0,30.2,,65763.06982111944
5922,2020-03-10 18,28.98,1922807.0,32.4,,66349.44789510006
5923,2020-03-10 19,26.42,1476298.0,29.9,,55878.046934140795
5924,2020-03-10 20,22.24,271389.0,29.0,,12202.742805755397
5925,2020-03-10 21,20.9,182401.0,28.6,,8727.32057416268
5926,2020-03-10 22,20.3,5431.0,26.3,,267.53694581280786
5927,2020-03-10 23,19.24,0,25.3,,0.0
5928,2020-03-11 00,17.14,0,25.1,,0.0
5929,2020-03-11 01,17.14,0,23.8,,0.0
5930,2020-03-11 02,17.52,0,23.1,,0.0
5931,2020-03-11 03,16.84,0,23.4,,0.0
5932,2020-03-11 04,16.660000000000004,0,22.7,,0.0
5933,2020-03-11 05,16.68,0,23.1,,0.0
5934,2020-03-11 06,17.06,0,22.6,,0.0
5935,2020-03-11 07,34.1,0,22.9,,0.0
5936,2020-03-11 08,55.78,0,22.6,,0.0
5937,2020-03-11 09,51.68,0,22.4,,0.0
5938,2020-03-11 10,52.66,150558.0,23.3,,2859.0581086213447
5939,2020-03-11 11,50.88,501989.0,24.2,,9866.136006289307
5940,2020-03-11 12,46.2,1279205.0,26.6,,27688.41991341991
5941,2020-03-11 13,48.04,2308141.0,28.3,,48046.23230641132
5942,2020-03-11 14,49.62000000000001,2755026.0,29.5,,55522.490931076165
5943,2020-03-11 15,46.34,2954026.0,30.2,,63746.78463530427
5944,2020-03-11 16,42.32,3356455.0,31.2,,79311.31852551985
5945,2020-03-11 17,35.78,2595778.0,31.3,,72548.29513694801
5946,2020-03-11 18,30.74,2146544.0,31.2,,69829.01756668836
5947,2020-03-11 19,31.06,1980054.0,32.4,,63749.323889246625
5948,2020-03-11 20,26.52,1132897.0,30.6,,42718.58974358974
5949,2020-03-11 21,22.06,155367.0,28.8,,7042.928377153219
5950,2020-03-11 22,19.8,2.39,27.5,,0.12070707070707071
5951,2020-03-11 23,19.74,0,26.2,,0.0
5952,2020-03-12 00,18.96,0,25.3,,0.0
5953,2020-03-12 01,18.82,0,24.6,,0.0
5954,2020-03-12 02,19.06,0,23.7,,0.0
5955,2020-03-12 03,19.76,0,23.9,,0.0
5956,2020-03-12 04,18.6,0,23.2,,0.0
5957,2020-03-12 05,18.28,0,23.0,,0.0
5958,2020-03-12 06,19.96,0,21.9,,0.0
5959,2020-03-12 07,32.04,0,21.9,,0.0
5960,2020-03-12 08,43.46,0,21.3,,0.0
5961,2020-03-12 09,51.26000000000001,0,20.8,,0.0
5962,2020-03-12 10,53.53999999999999,174101.0,23.9,,3251.7930519237957
5963,2020-03-12 11,51.32,1054.86,25.4,,20.55455962587685
5964,2020-03-12 12,43.56,1834121.0,28.1,,42105.62442607897
5965,2020-03-12 13,44.03999999999999,2796.38,29.7,,63.49636693914624
5966,2020-03-12 14,46.56,2962396.0,29.8,,63625.34364261168
5967,2020-03-12 15,47.58,1342722.0,29.3,,28220.302648171502
5968,2020-03-12 16,43.34,2480775.0,30.8,,57239.84771573604
5969,2020-03-12 17,32.739999999999995,2251277.0,30.8,,68762.27855833844
5970,2020-03-12 18,25.16,1754789.0,30.4,,69745.1907790143
5971,2020-03-12 19,22.879999999999995,881518.0,30.6,,38527.884615384624
5972,2020-03-12 20,20.200000000000006,749336.0,29.1,,37095.84158415841
5973,2020-03-12 21,19.1,90825.0,26.1,,4755.235602094241
5974,2020-03-12 22,18.26,0.23,24.3,,0.012595837897042717
5975,2020-03-12 23,17.64,0,23.3,,0.0
5976,2020-03-13 00,17.259999999999998,0,22.9,,0.0
5977,2020-03-13 01,17.02,0,22.4,,0.0
5978,2020-03-13 02,17.080000000000002,0,22.5,,0.0
5979,2020-03-13 03,16.659999999999997,0,22.2,,0.0
5980,2020-03-13 04,16.64,0,21.6,,0.0
5981,2020-03-13 05,16.24,0,21.3,,0.0
5982,2020-03-13 06,18.42,0,21.3,,0.0
5983,2020-03-13 07,32.02,0,20.9,,0.0
5984,2020-03-13 08,51.08,0,20.8,,0.0
5985,2020-03-13 09,54.36,0,20.2,,0.0
5986,2020-03-13 10,52.76000000000001,148781.0,21.9,,2819.9583017437444
5987,2020-03-13 11,49.94,1031711.0,25.2,,20659.01081297557
5988,2020-03-13 12,43.40000000000001,1903387.0,27.1,,43856.843317972336
5989,2020-03-13 13,43.98,2682897.0,29.6,,61002.66030013643
5990,2020-03-13 14,44.94,3214.33,29.2,,71.52492211838006
5991,2020-03-13 15,44.6,3477879.0,31.4,,77979.34977578475
5992,2020-03-13 16,39.28,3283989.0,31.0,,83604.60794297353
5993,2020-03-13 17,31.24,2724.49,31.0,,87.21158770806657
5994,2020-03-13 18,26.42,2282003.0,27.2,,86374.07267221801
5995,2020-03-13 19,22.24,237913.0,26.0,,10697.526978417267
5996,2020-03-13 20,21.0,216281.0,26.0,,10299.095238095239
5997,2020-03-13 21,19.12,95816.0,25.2,,5011.297071129707
5998,2020-03-13 22,18.58,4495.0,24.3,,241.92680301399358
5999,2020-03-13 23,18.4,0,24.0,,0.0
6000,2020-03-14 00,18.4,0,24.0,,0.0
6001,2020-03-14 01,18.18,0,23.5,,0.0
6002,2020-03-14 02,17.78,0,22.8,,0.0
6003,2020-03-14 03,18.04,0,22.2,,0.0
6004,2020-03-14 04,17.94,0,21.6,,0.0
6005,2020-03-14 05,17.18,0,21.6,,0.0
6006,2020-03-14 06,18.34,0,21.1,,0.0
6007,2020-03-14 07,21.52,0,21.1,,0.0
6008,2020-03-14 08,24.14,0,20.6,,0.0
6009,2020-03-14 09,25.4,0,20.2,,0.0
6010,2020-03-14 10,25.1,145469.0,22.2,,5795.577689243028
6011,2020-03-14 11,24.74,1037187.0,25.2,,41923.484236054974
6012,2020-03-14 12,25.06,1901375.0,28.0,,75872.90502793297
6013,2020-03-14 13,25.200000000000006,1876061.0,27.9,,74446.86507936506
6014,2020-03-14 14,24.5,2311938.0,30.5,,94364.8163265306
6015,2020-03-14 15,24.16,2758.32,31.9,,114.16887417218544
6016,2020-03-14 16,22.5,2730886.0,31.2,,121372.71111111112
