,DATA,PATIVA,PREATIVA,IDMEDIDOR
93,2019-05-18 23:45:00,217.08,41.04,1002001
94,2019-05-19 00:00:00,213.84,38.88,1002001
95,2019-05-19 00:15:00,212.76,39.96,1002001
96,2019-05-19 00:30:00,207.36,36.72,1002001
97,2019-05-19 00:45:00,206.28,37.8,1002001
98,2019-05-19 01:00:00,199.8,37.8,1002001
99,2019-05-19 01:15:00,182.52,34.56,1002001
100,2019-05-19 01:30:00,178.2,34.56,1002001
101,2019-05-19 01:45:00,167.4,32.4,1002001
102,2019-05-19 02:00:00,165.24,36.72,1002001
103,2019-05-19 02:15:00,173.88,39.96,1002001
104,2019-05-19 02:30:00,178.2,39.96,1002001
105,2019-05-19 02:45:00,180.36,42.12,1002001
106,2019-05-19 03:00:00,179.28,44.28,1002001
107,2019-05-19 03:15:00,173.88,41.04,1002001
108,2019-05-19 03:30:00,172.8,43.2,1002001
109,2019-05-19 03:45:00,169.56,44.28,1002001
110,2019-05-19 04:00:00,164.16,42.12,1002001
111,2019-05-19 04:15:00,162.0,43.2,1002001
112,2019-05-19 04:30:00,157.68,42.12,1002001
113,2019-05-19 04:45:00,154.44,43.2,1002001
114,2019-05-19 05:00:00,150.12,41.04,1002001
115,2019-05-19 05:15:00,143.64,37.8,1002001
116,2019-05-19 05:30:00,137.16,36.72,1002001
117,2019-05-19 05:45:00,132.84,36.72,1002001
118,2019-05-19 06:00:00,120.96,34.56,1002001
119,2019-05-19 06:15:00,103.68,33.48,1002001
120,2019-05-19 06:30:00,95.04,34.56,1002001
121,2019-05-19 06:45:00,93.96,34.56,1002001
122,2019-05-19 07:00:00,89.64,31.32,1002001
123,2019-05-19 07:15:00,86.4,31.32,1002001
124,2019-05-19 07:30:00,85.32,31.32,1002001
125,2019-05-19 07:45:00,84.24,30.24,1002001
126,2019-05-19 08:00:00,83.16,31.32,1002001
127,2019-05-19 08:15:00,83.16,0.0,1002001
128,2019-05-19 08:30:00,83.16,0.0,1002001
129,2019-05-19 08:45:00,81.0,0.0,1002001
130,2019-05-19 09:00:00,81.0,0.0,1002001
131,2019-05-19 09:15:00,82.08,0.0,1002001
132,2019-05-19 09:30:00,81.0,0.0,1002001
133,2019-05-19 09:45:00,79.92,0.0,1002001
134,2019-05-19 10:00:00,81.0,0.0,1002001
135,2019-05-19 10:15:00,79.92,0.0,1002001
136,2019-05-19 10:30:00,79.92,0.0,1002001
137,2019-05-19 10:45:00,79.92,0.0,1002001
138,2019-05-19 11:00:00,79.92,0.0,1002001
139,2019-05-19 11:15:00,79.92,0.0,1002001
140,2019-05-19 11:30:00,79.92,0.0,1002001
141,2019-05-19 11:45:00,79.92,0.0,1002001
142,2019-05-19 12:00:00,78.84,0.0,1002001
143,2019-05-19 12:15:00,79.92,0.0,1002001
144,2019-05-19 12:30:00,77.76,0.0,1002001
145,2019-05-19 12:45:00,79.92,0.0,1002001
146,2019-05-19 13:00:00,79.92,0.0,1002001
147,2019-05-19 13:15:00,81.0,0.0,1002001
148,2019-05-19 13:30:00,83.16,0.0,1002001
149,2019-05-19 13:45:00,83.16,0.0,1002001
150,2019-05-19 14:00:00,85.32,0.0,1002001
151,2019-05-19 14:15:00,90.72,28.08,1002001
152,2019-05-19 14:30:00,92.88,28.08,1002001
153,2019-05-19 14:45:00,92.88,27.0,1002001
154,2019-05-19 15:00:00,89.64,23.76,1002001
155,2019-05-19 15:15:00,91.8,24.84,1002001
156,2019-05-19 15:30:00,97.2,21.6,1002001
157,2019-05-19 15:45:00,104.76,23.76,1002001
158,2019-05-19 16:00:00,111.24,22.68,1002001
159,2019-05-19 16:15:00,119.88,23.76,1002001
160,2019-05-19 16:30:00,125.28,23.76,1002001
161,2019-05-19 16:45:00,132.84,25.92,1002001
162,2019-05-19 17:00:00,142.56,27.0,1002001
163,2019-05-19 17:15:00,150.12,29.16,1002001
164,2019-05-19 17:30:00,153.36,29.16,1002001
165,2019-05-19 17:45:00,154.44,29.16,1002001
166,2019-05-19 18:00:00,156.6,29.16,1002001
167,2019-05-19 18:15:00,163.08,30.24,1002001
168,2019-05-19 18:30:00,163.08,30.24,1002001
169,2019-05-19 18:45:00,162.0,27.0,1002001
170,2019-05-19 19:00:00,164.16,28.08,1002001
171,2019-05-19 19:15:00,164.16,28.08,1002001
172,2019-05-19 19:30:00,159.84,28.08,1002001
173,2019-05-19 19:45:00,156.6,29.16,1002001
174,2019-05-19 20:00:00,153.36,27.0,1002001
175,2019-05-19 20:15:00,149.04,28.08,1002001
176,2019-05-19 20:30:00,144.72,25.92,1002001
177,2019-05-19 20:45:00,146.88,27.0,1002001
178,2019-05-19 21:00:00,146.88,27.0,1002001
179,2019-05-19 21:15:00,154.44,28.08,1002001
180,2019-05-19 21:30:00,156.6,27.0,1002001
181,2019-05-19 21:45:00,159.84,27.0,1002001
182,2019-05-19 22:00:00,171.72,29.16,1002001
183,2019-05-19 22:15:00,184.68,31.32,1002001
184,2019-05-19 22:30:00,187.92,30.24,1002001
185,2019-05-19 22:45:00,194.4,32.4,1002001
186,2019-05-19 23:00:00,190.08,32.4,1002001
187,2019-05-19 23:15:00,195.48,32.4,1002001
188,2019-05-19 23:30:00,193.32,32.4,1002001
189,2019-05-19 23:45:00,189.0,32.4,1002001
190,2019-05-20 00:00:00,184.68,31.32,1002001
191,2019-05-20 00:15:00,180.36,29.16,1002001
192,2019-05-20 00:30:00,180.36,29.16,1002001
193,2019-05-20 00:45:00,177.12,29.16,1002001
194,2019-05-20 01:00:00,170.64,29.16,1002001
195,2019-05-20 01:15:00,158.76,27.0,1002001
196,2019-05-20 01:30:00,154.44,28.08,1002001
197,2019-05-20 01:45:00,145.8,25.92,1002001
198,2019-05-20 02:00:00,145.8,32.4,1002001
199,2019-05-20 02:15:00,154.44,33.48,1002001
200,2019-05-20 02:30:00,155.52,33.48,1002001
201,2019-05-20 02:45:00,147.96,32.4,1002001
202,2019-05-20 03:00:00,146.88,32.4,1002001
203,2019-05-20 03:15:00,145.8,32.4,1002001
204,2019-05-20 03:30:00,133.92,31.32,1002001
205,2019-05-20 03:45:00,131.76,31.32,1002001
206,2019-05-20 04:00:00,128.52,32.4,1002001
207,2019-05-20 04:15:00,123.12,31.32,1002001
208,2019-05-20 04:30:00,122.04,32.4,1002001
209,2019-05-20 04:45:00,119.88,31.32,1002001
210,2019-05-20 05:00:00,115.56,30.24,1002001
211,2019-05-20 05:15:00,111.24,27.0,1002001
212,2019-05-20 05:30:00,109.08,28.08,1002001
213,2019-05-20 05:45:00,106.92,29.16,1002001
214,2019-05-20 06:00:00,101.52,29.16,1002001
215,2019-05-20 06:15:00,93.96,28.08,1002001
216,2019-05-20 06:30:00,87.48,30.24,1002001
217,2019-05-20 06:45:00,89.64,32.4,1002001
218,2019-05-20 07:00:00,88.56,31.32,1002001
219,2019-05-20 07:15:00,88.56,34.56,1002001
220,2019-05-20 07:30:00,86.4,32.4,1002001
221,2019-05-20 07:45:00,82.08,29.16,1002001
222,2019-05-20 08:00:00,79.92,25.92,1002001
223,2019-05-20 08:15:00,77.76,0.0,1002001
224,2019-05-20 08:30:00,78.84,0.0,1002001
225,2019-05-20 08:45:00,77.76,0.0,1002001
226,2019-05-20 09:00:00,77.76,0.0,1002001
227,2019-05-20 09:15:00,76.68,0.0,1002001
228,2019-05-20 09:30:00,77.76,0.0,1002001
229,2019-05-20 09:45:00,77.76,0.0,1002001
230,2019-05-20 10:00:00,76.68,0.0,1002001
231,2019-05-20 10:15:00,75.6,0.0,1002001
232,2019-05-20 10:30:00,74.52,0.0,1002001
233,2019-05-20 10:45:00,74.52,0.0,1002001
234,2019-05-20 11:00:00,73.44,0.0,1002001
235,2019-05-20 11:15:00,74.52,0.0,1002001
236,2019-05-20 11:30:00,75.6,0.0,1002001
237,2019-05-20 11:45:00,74.52,0.0,1002001
238,2019-05-20 12:00:00,73.44,0.0,1002001
239,2019-05-20 12:15:00,73.44,0.0,1002001
240,2019-05-20 12:30:00,72.36,0.0,1002001
241,2019-05-20 12:45:00,72.36,0.0,1002001
242,2019-05-20 13:00:00,72.36,0.0,1002001
243,2019-05-20 13:15:00,71.28,0.0,1002001
244,2019-05-20 13:30:00,74.52,0.0,1002001
245,2019-05-20 13:45:00,75.6,0.0,1002001
246,2019-05-20 14:00:00,75.6,0.0,1002001
247,2019-05-20 14:15:00,76.68,27.0,1002001
248,2019-05-20 14:30:00,74.52,28.08,1002001
249,2019-05-20 14:45:00,73.44,27.0,1002001
250,2019-05-20 15:00:00,70.2,23.76,1002001
251,2019-05-20 15:15:00,69.12,22.68,1002001
252,2019-05-20 15:30:00,72.36,21.6,1002001
253,2019-05-20 15:45:00,74.52,21.6,1002001
254,2019-05-20 16:00:00,74.52,19.44,1002001
255,2019-05-20 16:15:00,79.92,19.44,1002001
256,2019-05-20 16:30:00,82.08,19.44,1002001
257,2019-05-20 16:45:00,83.16,20.52,1002001
258,2019-05-20 17:00:00,86.4,19.44,1002001
259,2019-05-20 17:15:00,88.56,20.52,1002001
260,2019-05-20 17:30:00,91.8,20.52,1002001
261,2019-05-20 17:45:00,95.04,20.52,1002001
262,2019-05-20 18:00:00,93.96,20.52,1002001
263,2019-05-20 18:15:00,95.04,20.52,1002001
264,2019-05-20 18:30:00,96.12,21.6,1002001
265,2019-05-20 18:45:00,97.2,21.6,1002001
266,2019-05-20 19:00:00,97.2,21.6,1002001
267,2019-05-20 19:15:00,98.28,20.52,1002001
268,2019-05-20 19:30:00,98.28,21.6,1002001
269,2019-05-20 19:45:00,96.12,21.6,1002001
270,2019-05-20 20:00:00,91.8,20.52,1002001
271,2019-05-20 20:15:00,91.8,24.84,1002001
272,2019-05-20 20:30:00,91.8,24.84,1002001
273,2019-05-20 20:45:00,91.8,23.76,1002001
274,2019-05-20 21:00:00,89.64,24.84,1002001
275,2019-05-20 21:15:00,90.72,23.76,1002001
276,2019-05-20 21:30:00,96.12,25.92,1002001
277,2019-05-20 21:45:00,102.6,24.84,1002001
278,2019-05-20 22:00:00,102.6,23.76,1002001
279,2019-05-20 22:15:00,102.6,23.76,1002001
280,2019-05-20 22:30:00,102.6,23.76,1002001
281,2019-05-20 22:45:00,101.52,22.68,1002001
282,2019-05-20 23:00:00,103.68,23.76,1002001
283,2019-05-20 23:15:00,102.6,23.76,1002001
284,2019-05-20 23:30:00,101.52,23.76,1002001
285,2019-05-20 23:45:00,100.44,22.68,1002001
286,2019-05-21 00:00:00,99.36,23.76,1002001
287,2019-05-21 00:15:00,98.28,21.6,1002001
288,2019-05-21 00:30:00,100.44,23.76,1002001
289,2019-05-21 00:45:00,98.28,22.68,1002001
290,2019-05-21 01:00:00,98.28,22.68,1002001
291,2019-05-21 01:15:00,91.8,22.68,1002001
292,2019-05-21 01:30:00,85.32,22.68,1002001
293,2019-05-21 01:45:00,84.24,22.68,1002001
294,2019-05-21 02:00:00,88.56,27.0,1002001
295,2019-05-21 02:15:00,91.8,28.08,1002001
296,2019-05-21 02:30:00,89.64,28.08,1002001
297,2019-05-21 02:45:00,89.64,28.08,1002001
298,2019-05-21 03:00:00,88.56,29.16,1002001
299,2019-05-21 03:15:00,86.4,29.16,1002001
300,2019-05-21 03:30:00,86.4,30.24,1002001
301,2019-05-21 03:45:00,85.32,30.24,1002001
302,2019-05-21 04:00:00,86.4,31.32,1002001
303,2019-05-21 04:15:00,84.24,29.16,1002001
304,2019-05-21 04:30:00,82.08,27.0,1002001
305,2019-05-21 04:45:00,81.0,28.08,1002001
306,2019-05-21 05:00:00,81.0,27.0,1002001
307,2019-05-21 05:15:00,78.84,27.0,1002001
308,2019-05-21 05:30:00,81.0,28.08,1002001
309,2019-05-21 05:45:00,79.92,28.08,1002001
310,2019-05-21 06:00:00,81.0,28.08,1002001
311,2019-05-21 06:15:00,78.84,25.92,1002001
312,2019-05-21 06:30:00,78.84,25.92,1002001
313,2019-05-21 06:45:00,76.68,27.0,1002001
314,2019-05-21 07:00:00,79.92,27.0,1002001
315,2019-05-21 07:15:00,76.68,28.08,1002001
316,2019-05-21 07:30:00,77.76,28.08,1002001
317,2019-05-21 07:45:00,76.68,27.0,1002001
318,2019-05-21 08:00:00,76.68,29.16,1002001
319,2019-05-21 08:15:00,75.6,0.0,1002001
320,2019-05-21 08:30:00,74.52,0.0,1002001
321,2019-05-21 08:45:00,74.52,0.0,1002001
322,2019-05-21 09:00:00,74.52,0.0,1002001
323,2019-05-21 09:15:00,74.52,0.0,1002001
324,2019-05-21 09:30:00,73.44,0.0,1002001
325,2019-05-21 09:45:00,74.52,0.0,1002001
326,2019-05-21 10:00:00,72.36,0.0,1002001
327,2019-05-21 10:15:00,75.6,0.0,1002001
328,2019-05-21 10:30:00,73.44,0.0,1002001
329,2019-05-21 10:45:00,73.44,0.0,1002001
330,2019-05-21 11:00:00,72.36,0.0,1002001
331,2019-05-21 11:15:00,74.52,0.0,1002001
332,2019-05-21 11:30:00,73.44,0.0,1002001
333,2019-05-21 11:45:00,73.44,0.0,1002001
334,2019-05-21 12:00:00,72.36,0.0,1002001
335,2019-05-21 12:15:00,72.36,0.0,1002001
336,2019-05-21 12:30:00,73.44,0.0,1002001
337,2019-05-21 12:45:00,71.28,0.0,1002001
338,2019-05-21 13:00:00,72.36,0.0,1002001
339,2019-05-21 13:15:00,71.28,0.0,1002001
340,2019-05-21 13:30:00,72.36,0.0,1002001
341,2019-05-21 13:45:00,73.44,0.0,1002001
342,2019-05-21 14:00:00,73.44,0.0,1002001
343,2019-05-21 14:15:00,73.44,27.0,1002001
344,2019-05-21 14:30:00,73.44,27.0,1002001
345,2019-05-21 14:45:00,71.28,28.08,1002001
346,2019-05-21 15:00:00,68.04,27.0,1002001
347,2019-05-21 15:15:00,68.04,24.84,1002001
348,2019-05-21 15:30:00,68.04,23.76,1002001
349,2019-05-21 15:45:00,68.04,23.76,1002001
350,2019-05-21 16:00:00,69.12,24.84,1002001
351,2019-05-21 16:15:00,70.2,23.76,1002001
352,2019-05-21 16:30:00,69.12,22.68,1002001
353,2019-05-21 16:45:00,70.2,23.76,1002001
354,2019-05-21 17:00:00,70.2,22.68,1002001
355,2019-05-21 17:15:00,70.2,22.68,1002001
356,2019-05-21 17:30:00,70.2,21.6,1002001
357,2019-05-21 17:45:00,71.28,21.6,1002001
358,2019-05-21 18:00:00,72.36,21.6,1002001
359,2019-05-21 18:15:00,72.36,22.68,1002001
360,2019-05-21 18:30:00,72.36,20.52,1002001
361,2019-05-21 18:45:00,72.36,20.52,1002001
362,2019-05-21 19:00:00,73.44,21.6,1002001
363,2019-05-21 19:15:00,75.6,22.68,1002001
364,2019-05-21 19:30:00,76.68,21.6,1002001
365,2019-05-21 19:45:00,76.68,22.68,1002001
366,2019-05-21 20:00:00,78.84,22.68,1002001
367,2019-05-21 20:15:00,77.76,22.68,1002001
368,2019-05-21 20:30:00,77.76,21.6,1002001
369,2019-05-21 20:45:00,76.68,21.6,1002001
370,2019-05-21 21:00:00,77.76,22.68,1002001
371,2019-05-21 21:15:00,78.84,21.6,1002001
372,2019-05-21 21:30:00,77.76,22.68,1002001
373,2019-05-21 21:45:00,78.84,22.68,1002001
374,2019-05-21 22:00:00,76.68,21.6,1002001
375,2019-05-21 22:15:00,77.76,22.68,1002001
376,2019-05-21 22:30:00,79.92,22.68,1002001
377,2019-05-21 22:45:00,77.76,21.6,1002001
378,2019-05-21 23:00:00,76.68,22.68,1002001
379,2019-05-21 23:15:00,77.76,21.6,1002001
380,2019-05-21 23:30:00,78.84,23.76,1002001
381,2019-05-21 23:45:00,79.92,22.68,1002001
382,2019-05-22 00:00:00,79.92,23.76,1002001
383,2019-05-22 00:15:00,79.92,22.68,1002001
384,2019-05-22 00:30:00,78.84,22.68,1002001
385,2019-05-22 00:45:00,78.84,22.68,1002001
386,2019-05-22 01:00:00,76.68,22.68,1002001
387,2019-05-22 01:15:00,77.76,21.6,1002001
388,2019-05-22 01:30:00,77.76,21.6,1002001
389,2019-05-22 01:45:00,76.68,22.68,1002001
390,2019-05-22 02:00:00,81.0,27.0,1002001
391,2019-05-22 02:15:00,86.4,27.0,1002001
392,2019-05-22 02:30:00,87.48,29.16,1002001
393,2019-05-22 02:45:00,87.48,31.32,1002001
394,2019-05-22 03:00:00,85.32,31.32,1002001
395,2019-05-22 03:15:00,85.32,29.16,1002001
396,2019-05-22 03:30:00,83.16,30.24,1002001
397,2019-05-22 03:45:00,83.16,27.0,1002001
398,2019-05-22 04:00:00,82.08,24.84,1002001
399,2019-05-22 04:15:00,84.24,27.0,1002001
400,2019-05-22 04:30:00,82.08,25.92,1002001
401,2019-05-22 04:45:00,83.16,25.92,1002001
402,2019-05-22 05:00:00,81.0,27.0,1002001
403,2019-05-22 05:15:00,81.0,27.0,1002001
404,2019-05-22 05:30:00,82.08,27.0,1002001
405,2019-05-22 05:45:00,79.92,25.92,1002001
406,2019-05-22 06:00:00,81.0,27.0,1002001
407,2019-05-22 06:15:00,81.0,25.92,1002001
408,2019-05-22 06:30:00,79.92,24.84,1002001
409,2019-05-22 06:45:00,78.84,24.84,1002001
410,2019-05-22 07:00:00,78.84,25.92,1002001
411,2019-05-22 07:15:00,79.92,25.92,1002001
412,2019-05-22 07:30:00,76.68,25.92,1002001
413,2019-05-22 07:45:00,76.68,23.76,1002001
414,2019-05-22 08:00:00,75.6,24.84,1002001
415,2019-05-22 08:15:00,76.68,0.0,1002001
416,2019-05-22 08:30:00,76.68,0.0,1002001
417,2019-05-22 08:45:00,75.6,0.0,1002001
418,2019-05-22 09:00:00,75.6,0.0,1002001
419,2019-05-22 09:15:00,76.68,0.0,1002001
420,2019-05-22 09:30:00,74.52,0.0,1002001
421,2019-05-22 09:45:00,75.6,0.0,1002001
422,2019-05-22 10:00:00,75.6,0.0,1002001
423,2019-05-22 10:15:00,75.6,0.0,1002001
424,2019-05-22 10:30:00,75.6,0.0,1002001
425,2019-05-22 10:45:00,75.6,0.0,1002001
426,2019-05-22 11:00:00,75.6,0.0,1002001
427,2019-05-22 11:15:00,74.52,0.0,1002001
428,2019-05-22 11:30:00,75.6,0.0,1002001
429,2019-05-22 11:45:00,73.44,0.0,1002001
430,2019-05-22 12:00:00,75.6,0.0,1002001
431,2019-05-22 12:15:00,74.52,0.0,1002001
432,2019-05-22 12:30:00,75.6,0.0,1002001
433,2019-05-22 12:45:00,74.52,0.0,1002001
434,2019-05-22 13:00:00,75.6,0.0,1002001
435,2019-05-22 13:15:00,76.68,0.0,1002001
436,2019-05-22 13:30:00,78.84,0.0,1002001
437,2019-05-22 13:45:00,81.0,0.0,1002001
438,2019-05-22 14:00:00,85.32,0.0,1002001
439,2019-05-22 14:15:00,89.64,29.16,1002001
440,2019-05-22 14:30:00,91.8,29.16,1002001
441,2019-05-22 14:45:00,88.56,27.0,1002001
442,2019-05-22 15:00:00,86.4,23.76,1002001
443,2019-05-22 15:15:00,90.72,23.76,1002001
444,2019-05-22 15:30:00,98.28,22.68,1002001
445,2019-05-22 15:45:00,106.92,22.68,1002001
446,2019-05-22 16:00:00,112.32,22.68,1002001
447,2019-05-22 16:15:00,124.2,22.68,1002001
448,2019-05-22 16:30:00,129.6,21.6,1002001
449,2019-05-22 16:45:00,132.84,21.6,1002001
450,2019-05-22 17:00:00,139.32,23.76,1002001
451,2019-05-22 17:15:00,143.64,24.84,1002001
452,2019-05-22 17:30:00,147.96,24.84,1002001
453,2019-05-22 17:45:00,153.36,25.92,1002001
454,2019-05-22 18:00:00,159.84,24.84,1002001
455,2019-05-22 18:15:00,169.56,28.08,1002001
456,2019-05-22 18:30:00,174.96,29.16,1002001
457,2019-05-22 18:45:00,178.2,30.24,1002001
458,2019-05-22 19:00:00,180.36,30.24,1002001
459,2019-05-22 19:15:00,181.44,31.32,1002001
460,2019-05-22 19:30:00,177.12,31.32,1002001
461,2019-05-22 19:45:00,170.64,29.16,1002001
462,2019-05-22 20:00:00,164.16,29.16,1002001
463,2019-05-22 20:15:00,165.24,30.24,1002001
464,2019-05-22 20:30:00,166.32,30.24,1002001
465,2019-05-22 20:45:00,166.32,31.32,1002001
466,2019-05-22 21:00:00,167.4,30.24,1002001
467,2019-05-22 21:15:00,179.28,32.4,1002001
468,2019-05-22 21:30:00,183.6,31.32,1002001
469,2019-05-22 21:45:00,194.4,32.4,1002001
470,2019-05-22 22:00:00,210.6,36.72,1002001
471,2019-05-22 22:15:00,220.32,37.8,1002001
472,2019-05-22 22:30:00,227.88,38.88,1002001
473,2019-05-22 22:45:00,224.64,38.88,1002001
474,2019-05-22 23:00:00,224.64,39.96,1002001
475,2019-05-22 23:15:00,221.4,39.96,1002001
476,2019-05-22 23:30:00,223.56,39.96,1002001
477,2019-05-22 23:45:00,216.0,38.88,1002001
478,2019-05-23 00:00:00,212.76,38.88,1002001
479,2019-05-23 00:15:00,210.6,37.8,1002001
480,2019-05-23 00:30:00,206.28,37.8,1002001
481,2019-05-23 00:45:00,203.04,36.72,1002001
482,2019-05-23 01:00:00,198.72,38.88,1002001
483,2019-05-23 01:15:00,186.84,35.64,1002001
484,2019-05-23 01:30:00,176.04,34.56,1002001
485,2019-05-23 01:45:00,169.56,33.48,1002001
486,2019-05-23 02:00:00,163.08,34.56,1002001
487,2019-05-23 02:15:00,172.8,37.8,1002001
488,2019-05-23 02:30:00,168.48,36.72,1002001
489,2019-05-23 02:45:00,169.56,36.72,1002001
490,2019-05-23 03:00:00,168.48,37.8,1002001
491,2019-05-23 03:15:00,170.64,41.04,1002001
492,2019-05-23 03:30:00,165.24,42.12,1002001
493,2019-05-23 03:45:00,160.92,39.96,1002001
494,2019-05-23 04:00:00,158.76,38.88,1002001
495,2019-05-23 04:15:00,152.28,37.8,1002001
496,2019-05-23 04:30:00,147.96,34.56,1002001
497,2019-05-23 04:45:00,138.24,34.56,1002001
498,2019-05-23 05:00:00,133.92,33.48,1002001
499,2019-05-23 05:15:00,125.28,32.4,1002001
500,2019-05-23 05:30:00,122.04,31.32,1002001
501,2019-05-23 05:45:00,115.56,31.32,1002001
502,2019-05-23 06:00:00,104.76,31.32,1002001
503,2019-05-23 06:15:00,99.36,32.4,1002001
504,2019-05-23 06:30:00,95.04,33.48,1002001
505,2019-05-23 06:45:00,90.72,31.32,1002001
506,2019-05-23 07:00:00,89.64,31.32,1002001
507,2019-05-23 07:15:00,85.32,30.24,1002001
508,2019-05-23 07:30:00,83.16,27.0,1002001
509,2019-05-23 07:45:00,78.84,27.0,1002001
510,2019-05-23 08:00:00,81.0,28.08,1002001
511,2019-05-23 08:15:00,78.84,0.0,1002001
512,2019-05-23 08:30:00,79.92,0.0,1002001
513,2019-05-23 08:45:00,79.92,0.0,1002001
514,2019-05-23 09:00:00,78.84,0.0,1002001
515,2019-05-23 09:15:00,78.84,0.0,1002001
